country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18311,17900,341,1837099,18,7,2021-06-06T09:30:00+02:00
AT,Vorarlberg,30596,29726,303,2756379,14,5,2021-06-06T09:30:00+02:00
AT,Kärnten,40103,39131,817,1622297,34,4,2021-06-06T09:30:00+02:00
AT,Salzburg,49067,48310,582,2520970,14,4,2021-06-06T09:30:00+02:00
AT,Tirol,63469,62255,631,4436149,33,16,2021-06-06T09:30:00+02:00
AT,Steiermark,79302,76788,2070,5692157,29,6,2021-06-06T09:30:00+02:00
AT,Niederösterreich,110148,106815,1804,9471896,68,30,2021-06-06T09:30:00+02:00
AT,Oberösterreich,116481,114295,1749,6700206,42,17,2021-06-06T09:30:00+02:00
AT,Wien,139323,135722,2342,10241226,168,51,2021-06-06T09:30:00+02:00
AT,Österreich,646800,630942,10639,45278379,420,140,2021-06-06T09:30:00+02:00
