country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,121239,118842,559,5293290,26,3,2022-06-21T09:30:00+02:00
AT,Vorarlberg,209025,206924,548,7079193,26,2,2022-06-21T09:30:00+02:00
AT,Kärnten,250446,247425,1630,6615722,47,2,2022-06-21T09:30:00+02:00
AT,Salzburg,300612,296960,1143,10622000,35,0,2022-06-21T09:30:00+02:00
AT,Tirol,364096,359638,939,9573558,60,4,2022-06-21T09:30:00+02:00
AT,Steiermark,555302,547963,3395,21057021,62,4,2022-06-21T09:30:00+02:00
AT,Oberösterreich,777871,769361,2846,24499942,72,1,2022-06-21T09:30:00+02:00
AT,Niederösterreich,829479,805157,3658,39459006,146,9,2022-06-21T09:30:00+02:00
AT,Wien,933423,905720,4020,65388337,150,16,2022-06-21T09:30:00+02:00
AT,Österreich,4341493,4257990,18738,189588069,624,41,2022-06-21T09:30:00+02:00
