country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,5743,3277,55,85932,111,16,2020-11-17T15:00:00
AT,Kärnten,9548,5151,90,128837,367,34,2020-11-17T15:00:00
AT,Vorarlberg,12591,8248,75,150659,192,39,2020-11-17T15:00:00
AT,Salzburg,15487,8650,69,154588,202,23,2020-11-17T15:00:00
AT,Steiermark,22753,9771,338,284909,723,105,2020-11-17T15:00:00
AT,Tirol,25606,18016,194,362739,408,70,2020-11-17T15:00:00
AT,Niederösterreich,31576,21051,331,460113,678,87,2020-11-17T15:00:00
AT,Oberösterreich,42966,28759,340,357319,1094,129,2020-11-17T15:00:00
AT,Wien,50049,33564,453,738066,750,155,2020-11-17T15:00:00
AT,,216319,136487,1945,2723162,4525,658,2020-11-17T15:00:00
