country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,7243,5597,87,95303,103,22,2020-11-28T15:00:00
AT,Kärnten,14393,10333,181,145222,416,32,2020-11-28T15:00:00
AT,Vorarlberg,15333,12351,119,169858,148,30,2020-11-28T15:00:00
AT,Salzburg,20821,14388,154,178471,261,26,2020-11-28T15:00:00
AT,Steiermark,30409,17848,500,320774,725,121,2020-11-28T15:00:00
AT,Tirol,32461,27161,322,400339,377,70,2020-11-28T15:00:00
AT,Niederösterreich,40029,30269,481,520313,598,106,2020-11-28T15:00:00
AT,Oberösterreich,56646,46154,572,407397,991,148,2020-11-28T15:00:00
AT,Wien,58729,46596,602,823390,660,133,2020-11-28T15:00:00
AT,,276064,210697,3018,3061067,4279,688,2020-11-28T15:00:00
