country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,12605,11825,240,656824,54,13,2021-03-03T15:00:00
AT,Vorarlberg,23233,23261,276,855489,29,6,2021-03-03T15:00:00
AT,Kärnten,29708,27540,688,708065,95,17,2021-03-03T15:00:00
AT,Salzburg,38394,35546,497,859248,69,16,2021-03-03T15:00:00
AT,Tirol,47916,46516,579,1552380,83,24,2021-03-03T15:00:00
AT,Steiermark,56703,51903,1761,1852502,200,35,2021-03-03T15:00:00
AT,Niederösterreich,74356,68751,1361,3525810,371,81,2021-03-03T15:00:00
AT,Oberösterreich,87128,83073,1519,2276421,124,21,2021-03-03T15:00:00
AT,Wien,92842,87254,1704,3316131,390,100,2021-03-03T15:00:00
AT,,462885,435669,8625,15602870,1415,313,2021-03-03T15:00:00
