country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Uri,UR,6384.0,59.0,,6.0,,2021-12-31
CH,Glarus,GL,6606.0,100.0,,7.0,,2021-12-31
CH,Nidwalden,NW,6854.0,31.0,,3.0,3.0,2021-12-31
CH,Obwalden,OW,7130.0,54.0,,2.0,,2021-12-31
CH,Schaffhausen,SH,10915.0,102.0,,,,2021-12-31
CH,Jura,JU,13521.0,191.0,,33.0,3.0,2021-12-31
CH,Zug,ZG,17479.0,150.0,,13.0,5.0,2021-12-31
CH,Basel-Stadt,BS,26032.0,250.0,,57.0,19.0,2021-12-31
CH,Neuchâtel,NE,28108.0,427.0,,56.0,8.0,2021-12-31
CH,Schwyz,SZ,28923.0,327.0,,,,2021-12-31
CH,Grisons,GR,31327.0,229.0,,29.0,8.0,2021-12-31
CH,Solothurn,SO,35406.0,311.0,,28.0,14.0,2021-12-31
CH,Basel-Landschaft,BL,39073.0,260.0,,45.0,6.0,2021-12-31
CH,Thurgau,TG,47025.0,568.0,,34.0,17.0,2021-12-31
CH,Ticino,TI,52410.0,1047.0,,115.0,16.0,2021-12-31
CH,Fribourg,FR,54666.0,526.0,,41.0,7.0,2021-12-31
CH,Lucerne,LU,60718.0,411.0,,55.0,,2021-12-31
CH,Valais,VS,63819.0,733.0,,72.0,12.0,2021-12-31
CH,St. Gallen,SG,91410.0,,,58.0,15.0,2021-12-31
CH,Aargau,AG,92964.0,858.0,,,,2021-12-31
CH,Geneva,GE,95202.0,935.0,,265.0,18.0,2021-12-31
CH,Berne,BE,135693.0,1375.0,,,,2021-12-31
CH,Zürich,ZH,216375.0,1628.0,,119.0,52.0,2021-12-31
CH,,,1298386.0,12468.0,731348.0,1543.0,315.0,2021-12-31
CH,Appenzell Innerrhoden,AI,,,,,,2021-12-31
CH,Appenzell Ausserrhoden,AR,,,,,,2021-12-31
CH,Vaud,VD,,,,,,2021-12-31
