country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Uri,UR,6064.0,59.0,,1.0,,2021-12-24
CH,Glarus,GL,6331.0,98.0,,5.0,,2021-12-24
CH,Nidwalden,NW,6362.0,31.0,,6.0,2.0,2021-12-24
CH,Schaffhausen,SH,10182.0,101.0,,,,2021-12-24
CH,Jura,JU,11916.0,184.0,,24.0,2.0,2021-12-24
CH,Zug,ZG,16513.0,149.0,,15.0,4.0,2021-12-24
CH,Basel-Stadt,BS,24721.0,246.0,,57.0,17.0,2021-12-24
CH,Neuchâtel,NE,25944.0,425.0,,44.0,6.0,2021-12-24
CH,Schwyz,SZ,27541.0,314.0,,,,2021-12-24
CH,Grisons,GR,28356.0,224.0,,32.0,10.0,2021-12-24
CH,Solothurn,SO,33186.0,308.0,,25.0,14.0,2021-12-24
CH,Basel-Landschaft,BL,36573.0,257.0,,43.0,6.0,2021-12-24
CH,Thurgau,TG,44526.0,555.0,,38.0,20.0,2021-12-24
CH,Ticino,TI,45001.0,1039.0,,89.0,14.0,2021-12-24
CH,Fribourg,FR,49911.0,524.0,,38.0,12.0,2021-12-24
CH,Lucerne,LU,56712.0,406.0,,64.0,,2021-12-24
CH,Valais,VS,57100.0,725.0,,60.0,10.0,2021-12-24
CH,Geneva,GE,86328.0,927.0,,223.0,17.0,2021-12-24
CH,Aargau,AG,87426.0,846.0,,,,2021-12-24
CH,St. Gallen,SG,87461.0,,,75.0,15.0,2021-12-24
CH,Berne,BE,126822.0,1355.0,,,,2021-12-24
CH,Zürich,ZH,202834.0,1602.0,,138.0,58.0,2021-12-24
CH,,,1214658.0,12318.0,731348.0,1532.0,321.0,2021-12-24
CH,Appenzell Innerrhoden,AI,,,,,,2021-12-24
CH,Appenzell Ausserrhoden,AR,,,,,,2021-12-24
CH,Obwalden,OW,,,,,,2021-12-24
CH,Vaud,VD,,,,,,2021-12-24
