country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,17192.0,61.0,,0.0,,2022-06-20
CH,Nidwalden,NW,18738.0,36.0,,0.0,1.0,2022-06-20
CH,Schaffhausen,SH,33019.0,133.0,,5.0,1.0,2022-06-20
CH,Zug,ZG,51562.0,170.0,,8.0,0.0,2022-06-20
CH,Neuchâtel,NE,78246.0,469.0,,17.0,0.0,2022-06-20
CH,Basel-Stadt,BS,85482.0,289.0,,45.0,0.0,2022-06-20
CH,Solothurn,SO,117321.0,367.0,,9.0,0.0,2022-06-20
CH,Thurgau,TG,122123.0,691.0,,14.0,2.0,2022-06-20
CH,Basel-Landschaft,BL,128806.0,299.0,,11.0,1.0,2022-06-20
CH,Fribourg,FR,145028.0,577.0,,20.0,0.0,2022-06-20
CH,Ticino,TI,151690.0,1194.0,,42.0,0.0,2022-06-20
CH,Lucerne,LU,182258.0,,,,,2022-06-20
CH,St. Gallen,SG,215826.0,860.0,,9.0,0.0,2022-06-20
CH,Geneva,GE,217456.0,,,186.0,0.0,2022-06-20
CH,Zürich,ZH,650183.0,1803.0,,107.0,5.0,2022-06-20
CH,,,3514361.0,13789.0,1020797.0,978.0,55.0,2022-06-20
CH,Aargau,AG,,,,,,2022-06-20
CH,Appenzell Innerrhoden,AI,,,,,,2022-06-20
CH,Appenzell Ausserrhoden,AR,,,,,,2022-06-20
CH,Berne,BE,,,,,,2022-06-20
CH,Glarus,GL,,,,,,2022-06-20
CH,Grisons,GR,,,,,,2022-06-20
CH,Jura,JU,,,,,,2022-06-20
CH,Schwyz,SZ,,,,,,2022-06-20
CH,Uri,UR,,,,,,2022-06-20
CH,Vaud,VD,,,,,,2022-06-20
CH,Valais,VS,,,,,,2022-06-20
