country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,17155.0,61.0,,0.0,,2022-06-15
CH,Nidwalden,NW,18683.0,36.0,,1.0,0.0,2022-06-15
CH,Schaffhausen,SH,32861.0,133.0,,6.0,0.0,2022-06-15
CH,Zug,ZG,51353.0,170.0,,8.0,0.0,2022-06-15
CH,Neuchâtel,NE,77852.0,469.0,,7.0,0.0,2022-06-15
CH,Basel-Stadt,BS,85021.0,288.0,,38.0,2.0,2022-06-15
CH,Solothurn,SO,116852.0,366.0,,8.0,0.0,2022-06-15
CH,Thurgau,TG,121679.0,691.0,,13.0,1.0,2022-06-15
CH,Fribourg,FR,144608.0,577.0,,14.0,0.0,2022-06-15
CH,Ticino,TI,151057.0,1193.0,,40.0,0.0,2022-06-15
CH,Lucerne,LU,181657.0,,,,,2022-06-15
CH,Geneva,GE,216257.0,,,189.0,0.0,2022-06-15
CH,Zürich,ZH,646242.0,1803.0,,56.0,7.0,2022-06-15
CH,,,3503545.0,13786.0,1020797.0,890.0,56.0,2022-06-15
CH,Aargau,AG,,,,,,2022-06-15
CH,Appenzell Innerrhoden,AI,,,,,,2022-06-15
CH,Appenzell Ausserrhoden,AR,,,,,,2022-06-15
CH,Berne,BE,,,,,,2022-06-15
CH,Basel-Landschaft,BL,,,,,,2022-06-15
CH,Glarus,GL,,,,,,2022-06-15
CH,Grisons,GR,,,,,,2022-06-15
CH,Jura,JU,,,,,,2022-06-15
CH,St. Gallen,SG,,,,,,2022-06-15
CH,Schwyz,SZ,,,,,,2022-06-15
CH,Uri,UR,,,,,,2022-06-15
CH,Vaud,VD,,,,,,2022-06-15
CH,Valais,VS,,,,,,2022-06-15
