country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Schaffhausen,SH,44.0,1.0,,5.0,3.0,2020-04-01
CH,Obwalden,OW,49.0,0.0,,6.0,,2020-04-01
CH,Glarus,GL,56.0,2.0,,5.0,,2020-04-01
CH,Uri,UR,59.0,1.0,,10.0,,2020-04-01
CH,Appenzell Ausserrhoden,AR,61.0,3.0,,,,2020-04-01
CH,Nidwalden,NW,70.0,,,7.0,2.0,2020-04-01
CH,Zug,ZG,125.0,1.0,,8.0,5.0,2020-04-01
CH,Jura,JU,140.0,0.0,,27.0,6.0,2020-04-01
CH,Schwyz,SZ,146.0,4.0,,,,2020-04-01
CH,Thurgau,TG,185.0,5.0,,12.0,10.0,2020-04-01
CH,Solothurn,SO,216.0,3.0,,,,2020-04-01
CH,Lucerne,LU,409.0,7.0,,45.0,12.0,2020-04-01
CH,Neuchâtel,NE,420.0,24.0,,52.0,14.0,2020-04-01
CH,St. Gallen,SG,491.0,7.0,,36.0,12.0,2020-04-01
CH,Fribourg,FR,526.0,23.0,,58.0,23.0,2020-04-01
CH,Grisons,GR,592.0,26.0,,48.0,11.0,2020-04-01
CH,Aargau,AG,596.0,11.0,,67.0,27.0,2020-04-01
CH,Basel-Landschaft,BL,649.0,15.0,,42.0,17.0,2020-04-01
CH,Basel-Stadt,BS,687.0,18.0,,100.0,17.0,2020-04-01
CH,Berne,BE,1064.0,24.0,,89.0,26.0,2020-04-01
CH,Valais,VS,1260.0,34.0,,123.0,26.0,2020-04-01
CH,Zürich,ZH,2123.0,36.0,,203.0,0.0,2020-04-01
CH,Ticino,TI,2195.0,132.0,,320.0,76.0,2020-04-01
CH,Geneva,GE,3053.0,76.0,12863.0,324.0,57.0,2020-04-01
CH,Vaud,VD,3916.0,93.0,,345.0,77.0,2020-04-01
CH,,,19146.0,546.0,13505.0,1940.0,421.0,2020-04-01
CH,Appenzell Innerrhoden,AI,,,,,,2020-04-01
