country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,630.0,15.0,,,,2020-12-16
CH,Uri,UR,1165.0,30.0,,12.0,,2020-12-16
CH,Obwalden,OW,1204.0,26.0,,7.0,,2020-12-16
CH,Nidwalden,NW,1208.0,11.0,,6.0,2.0,2020-12-16
CH,Glarus,GL,1279.0,31.0,,2.0,1.0,2020-12-16
CH,Appenzell Ausserrhoden,AR,2065.0,32.0,,13.0,1.0,2020-12-16
CH,Schaffhausen,SH,2559.0,45.0,,14.0,4.0,2020-12-16
CH,Jura,JU,4078.0,89.0,,17.0,1.0,2020-12-16
CH,Zug,ZG,4157.0,56.0,,19.0,4.0,2020-12-16
CH,Schwyz,SZ,6366.0,117.0,,,,2020-12-16
CH,Grisons,GR,6882.0,124.0,,39.0,7.0,2020-12-16
CH,Basel-Stadt,BS,6973.0,119.0,,129.0,18.0,2020-12-16
CH,Solothurn,SO,8743.0,148.0,,62.0,12.0,2020-12-16
CH,Basel-Landschaft,BL,9297.0,121.0,,55.0,3.0,2020-12-16
CH,Thurgau,TG,9853.0,179.0,,66.0,20.0,2020-12-16
CH,Neuchâtel,NE,10858.0,293.0,,64.0,7.0,2020-12-16
CH,Lucerne,LU,13958.0,170.0,,100.0,,2020-12-16
CH,Ticino,TI,19705.0,673.0,,297.0,40.0,2020-12-16
CH,Fribourg,FR,22252.0,385.0,,63.0,16.0,2020-12-16
CH,Aargau,AG,23545.0,320.0,,171.0,31.0,2020-12-16
CH,St. Gallen,SG,23654.0,403.0,,161.0,28.0,2020-12-16
CH,Valais,VS,24382.0,491.0,,85.0,18.0,2020-12-16
CH,Geneva,GE,35848.0,660.0,,171.0,19.0,2020-12-16
CH,Berne,BE,36970.0,591.0,,270.0,55.0,2020-12-16
CH,Vaud,VD,53291.0,759.0,,301.0,60.0,2020-12-16
CH,Zürich,ZH,57801.0,691.0,,411.0,107.0,2020-12-16
CH,,,388723.0,6579.0,268883.0,2550.0,469.0,2020-12-16
