country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Nidwalden,NW,1136.0,11.0,,2.0,1.0,2020-12-13
CH,Obwalden,OW,1178.0,26.0,,5.0,,2020-12-13
CH,Schaffhausen,SH,2418.0,43.0,,,,2020-12-13
CH,Jura,JU,3964.0,123.0,,11.0,1.0,2020-12-13
CH,Zug,ZG,4001.0,50.0,,19.0,4.0,2020-12-13
CH,Schwyz,SZ,6205.0,116.0,,,,2020-12-13
CH,Grisons,GR,6457.0,114.0,,33.0,7.0,2020-12-13
CH,Basel-Stadt,BS,6680.0,109.0,,130.0,16.0,2020-12-13
CH,Basel-Landschaft,BL,8764.0,108.0,,55.0,7.0,2020-12-13
CH,Thurgau,TG,9100.0,166.0,,65.0,22.0,2020-12-13
CH,Neuchâtel,NE,10661.0,287.0,,75.0,6.0,2020-12-13
CH,Lucerne,LU,13168.0,157.0,,,,2020-12-13
CH,Ticino,TI,19000.0,644.0,,298.0,41.0,2020-12-13
CH,Fribourg,FR,21976.0,376.0,,69.0,17.0,2020-12-13
CH,Aargau,AG,22134.0,285.0,,,,2020-12-13
CH,St. Gallen,SG,22171.0,373.0,,152.0,29.0,2020-12-13
CH,Valais,VS,24057.0,487.0,,79.0,23.0,2020-12-13
CH,Berne,BE,35100.0,559.0,,282.0,55.0,2020-12-13
CH,Geneva,GE,35292.0,746.0,,185.0,18.0,2020-12-13
CH,Vaud,VD,52423.0,744.0,,348.0,69.0,2020-12-13
CH,Zürich,ZH,55363.0,566.0,,418.0,99.0,2020-12-13
CH,,,374041.0,6309.0,238769.0,2582.0,478.0,2020-12-13
CH,Appenzell Innerrhoden,AI,,,,,,2020-12-13
CH,Appenzell Ausserrhoden,AR,,,,,,2020-12-13
CH,Glarus,GL,,,8710.0,-1.0,1.0,2020-12-13
CH,Solothurn,SO,,,,,,2020-12-13
CH,Uri,UR,,,,,,2020-12-13
