country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-07-29
CH,Obwalden,OW,91.0,0.0,,0.0,,2020-07-29
CH,Appenzell Ausserrhoden,AR,108.0,3.0,,0.0,0.0,2020-07-29
CH,Schaffhausen,SH,116.0,8.0,,0.0,1.0,2020-07-29
CH,Uri,UR,116.0,7.0,,1.0,,2020-07-29
CH,Nidwalden,NW,128.0,3.0,,0.0,0.0,2020-07-29
CH,Glarus,GL,138.0,13.0,,1.0,,2020-07-29
CH,Jura,JU,253.0,7.0,,1.0,0.0,2020-07-29
CH,Zug,ZG,279.0,9.0,,0.0,0.0,2020-07-29
CH,Schwyz,SZ,394.0,25.0,,,,2020-07-29
CH,Thurgau,TG,462.0,20.0,,2.0,0.0,2020-07-29
CH,Solothurn,SO,522.0,18.0,,2.0,,2020-07-29
CH,Neuchâtel,NE,777.0,84.0,,0.0,0.0,2020-07-29
CH,Lucerne,LU,834.0,20.0,,5.0,3.0,2020-07-29
CH,Grisons,GR,917.0,50.0,,1.0,0.0,2020-07-29
CH,Basel-Landschaft,BL,956.0,34.0,,2.0,1.0,2020-07-29
CH,St. Gallen,SG,996.0,40.0,,4.0,3.0,2020-07-29
CH,Basel-Stadt,BS,1043.0,52.0,,5.0,0.0,2020-07-29
CH,Fribourg,FR,1350.0,85.0,,0.0,1.0,2020-07-29
CH,Aargau,AG,1573.0,49.0,,7.0,3.0,2020-07-29
CH,Berne,BE,2095.0,92.0,,10.0,2.0,2020-07-29
CH,Valais,VS,2110.0,139.0,,8.0,1.0,2020-07-29
CH,Ticino,TI,3428.0,350.0,,2.0,0.0,2020-07-29
CH,Zürich,ZH,4453.0,136.0,,19.0,8.0,2020-07-29
CH,Geneva,GE,5452.0,375.0,,7.0,1.0,2020-07-29
CH,Vaud,VD,5989.0,302.0,,14.0,5.0,2020-07-29
CH,,,34605.0,1921.0,55021.0,93.0,29.0,2020-07-29
