country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,2635.0,39.0,,0.0,,2021-07-26
CH,Nidwalden,NW,2780.0,23.0,,2.0,1.0,2021-07-26
CH,Glarus,GL,2900.0,78.0,,4.0,0.0,2021-07-26
CH,Uri,UR,3275.0,50.0,,1.0,,2021-07-26
CH,Schaffhausen,SH,4875.0,78.0,,1.0,0.0,2021-07-26
CH,Jura,JU,7173.0,98.0,,1.0,0.0,2021-07-26
CH,Zug,ZG,8739.0,122.0,,3.0,0.0,2021-07-26
CH,Schwyz,SZ,12625.0,238.0,,,,2021-07-26
CH,Basel-Stadt,BS,13263.0,205.0,,8.0,2.0,2021-07-26
CH,Grisons,GR,13896.0,192.0,,3.0,2.0,2021-07-26
CH,Neuchâtel,NE,17649.0,404.0,,4.0,1.0,2021-07-26
CH,Solothurn,SO,18185.0,,,,,2021-07-26
CH,Basel-Landschaft,BL,18608.0,219.0,,0.0,1.0,2021-07-26
CH,Thurgau,TG,19179.0,457.0,,4.0,0.0,2021-07-26
CH,Lucerne,LU,29575.0,,,15.0,,2021-07-26
CH,Fribourg,FR,32815.0,491.0,,1.0,0.0,2021-07-26
CH,Ticino,TI,33722.0,995.0,,8.0,4.0,2021-07-26
CH,Valais,VS,38587.0,672.0,,2.0,2.0,2021-07-26
CH,St. Gallen,SG,43486.0,718.0,,7.0,0.0,2021-07-26
CH,Aargau,AG,48493.0,704.0,,5.0,3.0,2021-07-26
CH,Geneva,GE,59486.0,745.0,,17.0,2.0,2021-07-26
CH,Berne,BE,66537.0,1105.0,,8.0,2.0,2021-07-26
CH,Zürich,ZH,115284.0,1419.0,,21.0,13.0,2021-07-26
CH,,,704275.0,10742.0,414785.0,178.0,51.0,2021-07-26
CH,Appenzell Innerrhoden,AI,,,,,,2021-07-26
CH,Appenzell Ausserrhoden,AR,,,,,,2021-07-26
CH,Vaud,VD,,,,,,2021-07-26
