country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Nidwalden,NW,842.0,8.0,,4.0,3.0,2020-11-21
CH,Obwalden,OW,844.0,13.0,,9.0,,2020-11-21
CH,Schaffhausen,SH,1548.0,27.0,,,,2020-11-21
CH,Zug,ZG,2943.0,25.0,,23.0,4.0,2020-11-21
CH,Jura,JU,3496.0,77.0,,32.0,5.0,2020-11-21
CH,Grisons,GR,4385.0,86.0,,44.0,10.0,2020-11-21
CH,Basel-Stadt,BS,4600.0,66.0,,115.0,26.0,2020-11-21
CH,Schwyz,SZ,4614.0,91.0,,,,2020-11-21
CH,Basel-Landschaft,BL,5596.0,61.0,,71.0,7.0,2020-11-21
CH,Thurgau,TG,5848.0,86.0,,44.0,22.0,2020-11-21
CH,Neuchâtel,NE,9105.0,196.0,,127.0,14.0,2020-11-21
CH,Lucerne,LU,9232.0,77.0,,,,2020-11-21
CH,Ticino,TI,13902.0,483.0,,339.0,38.0,2020-11-21
CH,Aargau,AG,14807.0,158.0,,,,2020-11-21
CH,St. Gallen,SG,15139.0,,,122.0,33.0,2020-11-21
CH,Fribourg,FR,19470.0,306.0,,135.0,23.0,2020-11-21
CH,Valais,VS,21411.0,391.0,,186.0,35.0,2020-11-21
CH,Berne,BE,25620.0,347.0,,,,2020-11-21
CH,Geneva,GE,32069.0,648.0,,436.0,29.0,2020-11-21
CH,Zürich,ZH,39512.0,308.0,,298.0,72.0,2020-11-21
CH,Vaud,VD,45747.0,551.0,,522.0,100.0,2020-11-21
CH,,,289412.0,4316.0,236291.0,3171.0,552.0,2020-11-21
CH,Appenzell Innerrhoden,AI,,,,,,2020-11-21
CH,Appenzell Ausserrhoden,AR,,,,,,2020-11-21
CH,Glarus,GL,,,,-3.0,3.0,2020-11-21
CH,Solothurn,SO,,,,,,2020-11-21
CH,Uri,UR,,,,,,2020-11-21
