country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,858.0,15.0,,,,2021-02-16
CH,Uri,UR,1765.0,37.0,,4.0,,2021-02-16
CH,Obwalden,OW,1822.0,37.0,,2.0,,2021-02-16
CH,Nidwalden,NW,1949.0,19.0,,4.0,2.0,2021-02-16
CH,Glarus,GL,2162.0,66.0,,6.0,1.0,2021-02-16
CH,Schaffhausen,SH,3556.0,66.0,,3.0,1.0,2021-02-16
CH,Jura,JU,5482.0,158.0,,17.0,4.0,2021-02-16
CH,Zug,ZG,6358.0,112.0,,6.0,2.0,2021-02-16
CH,Schwyz,SZ,9386.0,213.0,,,,2021-02-16
CH,Basel-Stadt,BS,9662.0,192.0,,15.0,12.0,2021-02-16
CH,Grisons,GR,10447.0,172.0,,13.0,5.0,2021-02-16
CH,Solothurn,SO,13188.0,246.0,,16.0,2.0,2021-02-16
CH,Basel-Landschaft,BL,13392.0,207.0,,21.0,0.0,2021-02-16
CH,Neuchâtel,NE,13730.0,374.0,,27.0,6.0,2021-02-16
CH,Thurgau,TG,14693.0,412.0,,11.0,11.0,2021-02-16
CH,Lucerne,LU,21418.0,298.0,,34.0,,2021-02-16
CH,Fribourg,FR,26745.0,460.0,,21.0,4.0,2021-02-16
CH,Ticino,TI,27449.0,952.0,,59.0,13.0,2021-02-16
CH,Valais,VS,30690.0,633.0,,41.0,10.0,2021-02-16
CH,St. Gallen,SG,33652.0,666.0,,23.0,12.0,2021-02-16
CH,Aargau,AG,36022.0,631.0,,30.0,10.0,2021-02-16
CH,Geneva,GE,42698.0,848.0,,77.0,10.0,2021-02-16
CH,Berne,BE,51835.0,1013.0,,83.0,23.0,2021-02-16
CH,Vaud,VD,66225.0,912.0,,182.0,42.0,2021-02-16
CH,Zürich,ZH,85587.0,1250.0,,111.0,40.0,2021-02-16
CH,,,533638.0,10039.0,319350.0,830.0,226.0,2021-02-16
CH,Appenzell Ausserrhoden,AR,,,,,,2021-02-16
