country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,1236.0,15.0,,,,2021-06-25
CH,Obwalden,OW,2598.0,39.0,,1.0,,2021-06-25
CH,Nidwalden,NW,2737.0,23.0,,0.0,0.0,2021-06-25
CH,Glarus,GL,2806.0,78.0,,1.0,0.0,2021-06-25
CH,Uri,UR,3262.0,50.0,,0.0,,2021-06-25
CH,Schaffhausen,SH,4801.0,78.0,,0.0,1.0,2021-06-25
CH,Jura,JU,7087.0,170.0,,2.0,0.0,2021-06-25
CH,Zug,ZG,8445.0,121.0,,0.0,0.0,2021-06-25
CH,Schwyz,SZ,12314.0,238.0,,,,2021-06-25
CH,Basel-Stadt,BS,12956.0,205.0,,8.0,3.0,2021-06-25
CH,Grisons,GR,13610.0,192.0,,2.0,0.0,2021-06-25
CH,Neuchâtel,NE,17470.0,404.0,,0.0,0.0,2021-06-25
CH,Solothurn,SO,17954.0,,,,,2021-06-25
CH,Basel-Landschaft,BL,18221.0,219.0,,0.0,0.0,2021-06-25
CH,Thurgau,TG,18947.0,457.0,,3.0,2.0,2021-06-25
CH,Lucerne,LU,28898.0,,,12.0,,2021-06-25
CH,Fribourg,FR,32558.0,491.0,,7.0,1.0,2021-06-25
CH,Ticino,TI,33232.0,995.0,,1.0,0.0,2021-06-25
CH,Valais,VS,38122.0,673.0,,5.0,2.0,2021-06-25
CH,St. Gallen,SG,42809.0,,,3.0,1.0,2021-06-25
CH,Aargau,AG,47911.0,704.0,,6.0,1.0,2021-06-25
CH,Geneva,GE,54421.0,880.0,,63.0,1.0,2021-06-25
CH,Berne,BE,65633.0,1101.0,,,,2021-06-25
CH,Vaud,VD,84299.0,1018.0,,22.0,7.0,2021-06-25
CH,Zürich,ZH,112588.0,1416.0,,13.0,17.0,2021-06-25
CH,,,687782.0,10936.0,410764.0,193.0,60.0,2021-06-25
CH,Appenzell Ausserrhoden,AR,,,,,,2021-06-25
