country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,979.0,15.0,,1.0,,2021-04-27
CH,Obwalden,OW,2271.0,39.0,,1.0,,2021-04-27
CH,Nidwalden,NW,2427.0,22.0,,5.0,2.0,2021-04-27
CH,Glarus,GL,2547.0,73.0,,6.0,0.0,2021-04-27
CH,Uri,UR,2828.0,47.0,,7.0,,2021-04-27
CH,Schaffhausen,SH,4313.0,76.0,,4.0,3.0,2021-04-27
CH,Jura,JU,6365.0,96.0,,6.0,0.0,2021-04-27
CH,Zug,ZG,7908.0,116.0,,8.0,2.0,2021-04-27
CH,Schwyz,SZ,11009.0,221.0,,,,2021-04-27
CH,Basel-Stadt,BS,11803.0,198.0,,41.0,12.0,2021-04-27
CH,Grisons,GR,12702.0,184.0,,20.0,5.0,2021-04-27
CH,Neuchâtel,NE,16318.0,402.0,,16.0,4.0,2021-04-27
CH,Solothurn,SO,16527.0,265.0,,19.0,7.0,2021-04-27
CH,Basel-Landschaft,BL,16864.0,217.0,,17.0,6.0,2021-04-27
CH,Thurgau,TG,17580.0,441.0,,29.0,13.0,2021-04-27
CH,Lucerne,LU,26267.0,,,50.0,,2021-04-27
CH,Fribourg,FR,30606.0,477.0,,22.0,6.0,2021-04-27
CH,Ticino,TI,32008.0,985.0,,62.0,14.0,2021-04-27
CH,Valais,VS,36156.0,663.0,,29.0,7.0,2021-04-27
CH,St. Gallen,SG,39392.0,706.0,,51.0,15.0,2021-04-27
CH,Aargau,AG,44566.0,684.0,,69.0,18.0,2021-04-27
CH,Geneva,GE,54609.0,739.0,,74.0,9.0,2021-04-27
CH,Berne,BE,61126.0,1075.0,,92.0,30.0,2021-04-27
CH,Vaud,VD,79503.0,1002.0,,112.0,22.0,2021-04-27
CH,Zürich,ZH,105622.0,1377.0,,173.0,62.0,2021-04-27
CH,,,645163.0,10488.0,383313.0,937.0,253.0,2021-04-27
CH,Appenzell Ausserrhoden,AR,,,,,,2021-04-27
