country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,1330.0,16.0,,,,2021-08-23
CH,Obwalden,OW,2816.0,39.0,,5.0,,2021-08-23
CH,Nidwalden,NW,2920.0,23.0,,1.0,2.0,2021-08-23
CH,Glarus,GL,3205.0,78.0,,7.0,1.0,2021-08-23
CH,Uri,UR,3392.0,50.0,,7.0,,2021-08-23
CH,Schaffhausen,SH,5354.0,78.0,,12.0,4.0,2021-08-23
CH,Jura,JU,7591.0,110.0,,2.0,2.0,2021-08-23
CH,Zug,ZG,9287.0,124.0,,8.0,3.0,2021-08-23
CH,Schwyz,SZ,13361.0,241.0,,,,2021-08-23
CH,Basel-Stadt,BS,14714.0,210.0,,29.0,12.0,2021-08-23
CH,Grisons,GR,14788.0,194.0,,14.0,5.0,2021-08-23
CH,Neuchâtel,NE,18423.0,404.0,,5.0,2.0,2021-08-23
CH,Solothurn,SO,19761.0,,,,,2021-08-23
CH,Basel-Landschaft,BL,20574.0,224.0,,14.0,4.0,2021-08-23
CH,Thurgau,TG,21141.0,459.0,,28.0,17.0,2021-08-23
CH,Lucerne,LU,31675.0,,,41.0,,2021-08-23
CH,Fribourg,FR,34050.0,491.0,,6.0,2.0,2021-08-23
CH,Ticino,TI,34892.0,997.0,,28.0,4.0,2021-08-23
CH,Valais,VS,40021.0,672.0,,16.0,6.0,2021-08-23
CH,St. Gallen,SG,46926.0,721.0,,50.0,14.0,2021-08-23
CH,Aargau,AG,52686.0,709.0,,60.0,19.0,2021-08-23
CH,Geneva,GE,61680.0,748.0,,47.0,11.0,2021-08-23
CH,Berne,BE,71592.0,1113.0,,63.0,11.0,2021-08-23
CH,Zürich,ZH,123144.0,1432.0,,134.0,49.0,2021-08-23
CH,,,748394.0,10812.0,417292.0,674.0,208.0,2021-08-23
CH,Appenzell Ausserrhoden,AR,,,,,,2021-08-23
CH,Vaud,VD,,,,,,2021-08-23
