country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,1257.0,26.0,,5.0,,2020-12-20
CH,Nidwalden,NW,1266.0,12.0,,4.0,4.0,2020-12-20
CH,Schaffhausen,SH,2691.0,45.0,,,,2020-12-20
CH,Jura,JU,4185.0,106.0,,27.0,2.0,2020-12-20
CH,Zug,ZG,4393.0,59.0,,21.0,4.0,2020-12-20
CH,Schwyz,SZ,6717.0,124.0,,,,2020-12-20
CH,Grisons,GR,7254.0,129.0,,34.0,5.0,2020-12-20
CH,Basel-Stadt,BS,7353.0,125.0,,129.0,20.0,2020-12-20
CH,Basel-Landschaft,BL,9760.0,141.0,,66.0,5.0,2020-12-20
CH,Thurgau,TG,10440.0,204.0,,67.0,23.0,2020-12-20
CH,Neuchâtel,NE,11027.0,307.0,,46.0,6.0,2020-12-20
CH,Lucerne,LU,14745.0,195.0,,,,2020-12-20
CH,Ticino,TI,20780.0,694.0,,304.0,43.0,2020-12-20
CH,Fribourg,FR,22553.0,395.0,,47.0,11.0,2020-12-20
CH,St. Gallen,SG,24601.0,436.0,,158.0,26.0,2020-12-20
CH,Valais,VS,24646.0,497.0,,61.0,18.0,2020-12-20
CH,Aargau,AG,24980.0,360.0,,,,2020-12-20
CH,Geneva,GE,36242.0,762.0,,135.0,12.0,2020-12-20
CH,Berne,BE,38576.0,631.0,,288.0,59.0,2020-12-20
CH,Vaud,VD,54094.0,770.0,,290.0,54.0,2020-12-20
CH,Zürich,ZH,61112.0,678.0,,424.0,96.0,2020-12-20
CH,,,403068.0,6963.0,268883.0,2487.0,451.0,2020-12-20
CH,Appenzell Innerrhoden,AI,,,,,,2020-12-20
CH,Appenzell Ausserrhoden,AR,,,,,,2020-12-20
CH,Glarus,GL,,,,-1.0,1.0,2020-12-20
CH,Solothurn,SO,,,,,,2020-12-20
CH,Uri,UR,,,,,,2020-12-20
