country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-07-22
CH,Obwalden,OW,90.0,0.0,,0.0,,2020-07-22
CH,Schaffhausen,SH,106.0,8.0,,1.0,0.0,2020-07-22
CH,Nidwalden,NW,128.0,3.0,,0.0,0.0,2020-07-22
CH,Glarus,GL,138.0,13.0,,0.0,,2020-07-22
CH,Jura,JU,252.0,7.0,,2.0,0.0,2020-07-22
CH,Zug,ZG,268.0,9.0,,1.0,0.0,2020-07-22
CH,Schwyz,SZ,380.0,25.0,,,,2020-07-22
CH,Thurgau,TG,444.0,19.0,,2.0,0.0,2020-07-22
CH,Solothurn,SO,506.0,18.0,,1.0,,2020-07-22
CH,Neuchâtel,NE,769.0,84.0,,2.0,0.0,2020-07-22
CH,Lucerne,LU,808.0,20.0,,4.0,3.0,2020-07-22
CH,Grisons,GR,863.0,50.0,,2.0,0.0,2020-07-22
CH,Basel-Landschaft,BL,945.0,34.0,,0.0,0.0,2020-07-22
CH,St. Gallen,SG,954.0,39.0,,1.0,4.0,2020-07-22
CH,Basel-Stadt,BS,1032.0,50.0,,2.0,2.0,2020-07-22
CH,Fribourg,FR,1312.0,85.0,,1.0,1.0,2020-07-22
CH,Aargau,AG,1504.0,48.0,,4.0,1.0,2020-07-22
CH,Berne,BE,2047.0,92.0,,4.0,3.0,2020-07-22
CH,Valais,VS,2090.0,139.0,,8.0,1.0,2020-07-22
CH,Ticino,TI,3415.0,350.0,,4.0,1.0,2020-07-22
CH,Zürich,ZH,4296.0,138.0,,19.0,5.0,2020-07-22
CH,Geneva,GE,5177.0,375.0,,4.0,0.0,2020-07-22
CH,Vaud,VD,5855.0,302.0,,10.0,5.0,2020-07-22
CH,,,33623.0,1918.0,52434.0,76.0,26.0,2020-07-22
CH,Appenzell Ausserrhoden,AR,,,,,,2020-07-22
CH,Uri,UR,,7.0,,0.0,,2020-07-22
