country,lau,cases,population,cases/100k pop.,datetime
FI,Sottunga,18,100,18000.0,2022-10-27T12:00:00
FI,Honkajoki (ennen liitosta),25,1598,1564.45556946183,2022-10-27T12:00:00
FI,Kökar,38,225,16888.8888888889,2022-10-27T12:00:00
FI,Luhanka,48,691,6946.45441389291,2022-10-27T12:00:00
FI,Kumlinge,52,308,16883.1168831169,2022-10-27T12:00:00
FI,Posio,77,3118,2469.53175112251,2022-10-27T12:00:00
FI,Lestijärvi,81,722,11218.836565097,2022-10-27T12:00:00
FI,Lumparland,86,370,23243.2432432432,2022-10-27T12:00:00
FI,Tervo,87,1508,5769.23076923077,2022-10-27T12:00:00
FI,Kustavi,98,957,10240.3343782654,2022-10-27T12:00:00
FI,Savukoski,108,1009,10703.6669970268,2022-10-27T12:00:00
FI,Brändö,112,449,24944.3207126949,2022-10-27T12:00:00
FI,Enontekiö,120,1812,6622.51655629139,2022-10-27T12:00:00
FI,Merijärvi,123,1078,11410.0185528757,2022-10-27T12:00:00
FI,Vårdö,130,454,28634.3612334802,2022-10-27T12:00:00
FI,Vesanto,133,1976,6730.76923076923,2022-10-27T12:00:00
FI,Karijoki,134,1208,11092.7152317881,2022-10-27T12:00:00
FI,Hailuoto,138,951,14511.0410094637,2022-10-27T12:00:00
FI,Pelkosenniemi,140,931,15037.5939849624,2022-10-27T12:00:00
FI,Geta,148,514,28793.7743190661,2022-10-27T12:00:00
FI,Föglö,152,526,28897.3384030418,2022-10-27T12:00:00
FI,Multia,157,1566,10025.5427841635,2022-10-27T12:00:00
FI,Juupajoki,158,1795,8802.22841225627,2022-10-27T12:00:00
FI,Kivijärvi,167,1104,15126.8115942029,2022-10-27T12:00:00
FI,Siikainen,168,1384,12138.7283236994,2022-10-27T12:00:00
FI,Rautavaara,172,1561,11018.5778347213,2022-10-27T12:00:00
FI,Ranua,181,3713,4874.76434150283,2022-10-27T12:00:00
FI,Utsjoki,184,1223,15044.9713818479,2022-10-27T12:00:00
FI,Kannonkoski,189,1326,14253.3936651584,2022-10-27T12:00:00
FI,Isojoki,197,1927,10223.1447846393,2022-10-27T12:00:00
FI,Halsua,197,1102,17876.5880217786,2022-10-27T12:00:00
FI,Keitele,200,2158,9267.8405931418,2022-10-27T12:00:00
FI,Taivalkoski,203,3914,5186.50996423097,2022-10-27T12:00:00
FI,Simo,205,2948,6953.86702849389,2022-10-27T12:00:00
FI,Taivassalo,211,1656,12741.5458937198,2022-10-27T12:00:00
FI,Kyyjärvi,211,1293,16318.6388244393,2022-10-27T12:00:00
FI,Vaala,216,2738,7888.97005113221,2022-10-27T12:00:00
FI,Tervola,217,2925,7418.80341880342,2022-10-27T12:00:00
FI,Kaskinen,223,1279,17435.4964816263,2022-10-27T12:00:00
FI,Kinnula,228,1601,14241.0993129294,2022-10-27T12:00:00
FI,Oripää,229,1331,17205.1089406461,2022-10-27T12:00:00
FI,Muonio,231,2302,10034.7523892268,2022-10-27T12:00:00
FI,Kihniö,236,1822,12952.7991218441,2022-10-27T12:00:00
FI,Tuusniemi,242,2434,9942.48151191454,2022-10-27T12:00:00
FI,Ristijärvi,244,1238,19709.2084006462,2022-10-27T12:00:00
FI,Jämijärvi,248,1708,14519.906323185,2022-10-27T12:00:00
FI,Enonkoski,252,1374,18340.6113537118,2022-10-27T12:00:00
FI,Kuhmoinen,254,2169,11710.4656523744,2022-10-27T12:00:00
FI,Rääkkylä,256,2070,12367.1497584541,2022-10-27T12:00:00
FI,Eckerö,258,960,26875.0,2022-10-27T12:00:00
FI,Ylitornio,264,3889,6788.37747492929,2022-10-27T12:00:00
FI,Kärsämäki,269,2544,10573.8993710692,2022-10-27T12:00:00
FI,Pertunmaa,278,1653,16817.9068360557,2022-10-27T12:00:00
FI,Punkalaidun,282,2788,10114.7776183644,2022-10-27T12:00:00
FI,Konnevesi,287,2593,11068.2607018897,2022-10-27T12:00:00
FI,Toivakka,291,2401,12119.9500208247,2022-10-27T12:00:00
FI,Sund,292,1012,28853.7549407115,2022-10-27T12:00:00
FI,Pyhäjärvi,295,5038,5855.49821357682,2022-10-27T12:00:00
FI,Utajärvi,299,2624,11394.8170731707,2022-10-27T12:00:00
FI,Soini,300,2003,14977.5336994508,2022-10-27T12:00:00
FI,Ypäjä,300,2324,12908.7779690189,2022-10-27T12:00:00
FI,Humppila,303,2177,13918.2361047313,2022-10-27T12:00:00
FI,Pyhäntä,303,1594,19008.78293601,2022-10-27T12:00:00
FI,Kaavi,304,2810,10818.5053380783,2022-10-27T12:00:00
FI,Koski Tl,307,2293,13388.573920628,2022-10-27T12:00:00
FI,Marttila,314,2000,15700.0,2022-10-27T12:00:00
FI,Reisjärvi,315,2707,11636.4979682305,2022-10-27T12:00:00
FI,Hartola,317,2662,11908.33959429,2022-10-27T12:00:00
FI,Pukkila,318,1827,17405.5829228243,2022-10-27T12:00:00
FI,Miehikkälä,333,1879,17722.1926556679,2022-10-27T12:00:00
FI,Myrskylä,347,1869,18566.0781166399,2022-10-27T12:00:00
FI,Padasjoki,350,2858,12246.3261021694,2022-10-27T12:00:00
FI,Sulkava,356,2483,14337.4949657672,2022-10-27T12:00:00
FI,Evijärvi,362,2410,15020.7468879668,2022-10-27T12:00:00
FI,Pyhäranta,377,1990,18944.7236180905,2022-10-27T12:00:00
FI,Lumijoki,387,2036,19007.858546169,2022-10-27T12:00:00
FI,Karvia,393,2320,16939.6551724138,2022-10-27T12:00:00
FI,Puumala,396,2131,18582.8249648053,2022-10-27T12:00:00
FI,Pyhäjoki,405,3055,13256.9558101473,2022-10-27T12:00:00
FI,Pomarkku,407,2063,19728.5506543868,2022-10-27T12:00:00
FI,Merikarvia,410,3064,13381.2010443864,2022-10-27T12:00:00
FI,Pihtipudas,419,3936,10645.325203252,2022-10-27T12:00:00
FI,Alavieska,419,2518,16640.1906274821,2022-10-27T12:00:00
FI,Hirvensalmi,427,2150,19860.4651162791,2022-10-27T12:00:00
FI,Vehmaa,433,2290,18908.2969432314,2022-10-27T12:00:00
FI,Hyrynsalmi,435,2200,19772.7272727273,2022-10-27T12:00:00
FI,Pielavesi,443,4326,10240.4068423486,2022-10-27T12:00:00
FI,Siikalatva,444,5206,8528.62082212831,2022-10-27T12:00:00
FI,Sauvo,456,2946,15478.6150712831,2022-10-27T12:00:00
FI,Heinävesi,473,3196,14799.7496871089,2022-10-27T12:00:00
FI,Korsnäs,482,2068,23307.5435203095,2022-10-27T12:00:00
FI,Toholampi,493,2972,16588.1561238223,2022-10-27T12:00:00
FI,Rautalampi,503,3056,16459.4240837696,2022-10-27T12:00:00
FI,Sysmä,503,3623,13883.521943141,2022-10-27T12:00:00
FI,Hammarland,506,1599,31644.7779862414,2022-10-27T12:00:00
FI,Kolari,508,3920,12959.1836734694,2022-10-27T12:00:00
FI,Ruovesi,516,4219,12230.3863474757,2022-10-27T12:00:00
FI,Joutsa,523,4303,12154.3109458517,2022-10-27T12:00:00
FI,Virolahti,531,3108,17084.9420849421,2022-10-27T12:00:00
FI,Juuka,545,4532,12025.5957634598,2022-10-27T12:00:00
FI,Rautjärvi,548,3154,17374.7622067216,2022-10-27T12:00:00
FI,Teuva,551,4995,11031.031031031,2022-10-27T12:00:00
FI,Pello,556,3310,16797.583081571,2022-10-27T12:00:00
FI,Pudasjärvi,561,7789,7202.46501476441,2022-10-27T12:00:00
FI,Urjala,564,4653,12121.2121212121,2022-10-27T12:00:00
FI,Savitaipale,568,3331,17051.9363554488,2022-10-27T12:00:00
FI,Perho,570,2708,21048.7444608567,2022-10-27T12:00:00
FI,Haapajärvi,574,6906,8311.61309006661,2022-10-27T12:00:00
FI,Karstula,576,3863,14910.6911726637,2022-10-27T12:00:00
FI,Saltvik,577,1815,31790.6336088154,2022-10-27T12:00:00
FI,Lapinjärvi,589,2625,22438.0952380952,2022-10-27T12:00:00
