country,lau,cases,population,cases/100k pop.,datetime
FI,Salla,5,3413,146.498681511866,2021-08-19T11:00:00
FI,Kuhmoinen,5,2169,230.520977408944,2021-08-19T11:00:00
FI,Enontekiö,5,1812,275.938189845475,2021-08-19T11:00:00
FI,Föglö,5,526,950.570342205323,2021-08-19T11:00:00
FI,Juupajoki,6,1795,334.261838440111,2021-08-19T11:00:00
FI,Muonio,6,2302,260.642919200695,2021-08-19T11:00:00
FI,Toivakka,6,2401,249.895876718034,2021-08-19T11:00:00
FI,Geta,6,514,1167.31517509728,2021-08-19T11:00:00
FI,Vaala,6,2738,219.138056975895,2021-08-19T11:00:00
FI,Saltvik,7,1815,385.674931129477,2021-08-19T11:00:00
FI,Rautjärvi,7,3154,221.940393151554,2021-08-19T11:00:00
FI,Heinävesi,7,3196,219.023779724656,2021-08-19T11:00:00
FI,Kivijärvi,7,1104,634.057971014493,2021-08-19T11:00:00
FI,Kaskinen,8,1279,625.488663017983,2021-08-19T11:00:00
FI,Toholampi,8,2972,269.179004037685,2021-08-19T11:00:00
FI,Hartola,8,2662,300.525920360631,2021-08-19T11:00:00
FI,Puolanka,8,2494,320.769847634322,2021-08-19T11:00:00
FI,Enonkoski,8,1374,582.241630276565,2021-08-19T11:00:00
FI,Lestijärvi,8,722,1108.03324099723,2021-08-19T11:00:00
FI,Simo,9,2948,305.291723202171,2021-08-19T11:00:00
FI,Karstula,9,3863,232.979549572871,2021-08-19T11:00:00
FI,Kihniö,9,1822,493.962678375412,2021-08-19T11:00:00
FI,Konnevesi,9,2593,347.088314693405,2021-08-19T11:00:00
FI,Teuva,9,4995,180.18018018018,2021-08-19T11:00:00
FI,Eckerö,9,960,937.5,2021-08-19T11:00:00
FI,Miehikkälä,10,1879,532.197977647685,2021-08-19T11:00:00
FI,Ähtäri,10,5525,180.995475113122,2021-08-19T11:00:00
FI,Sonkajärvi,10,3844,260.145681581686,2021-08-19T11:00:00
FI,Merikarvia,10,3064,326.370757180157,2021-08-19T11:00:00
FI,Rääkkylä,10,2070,483.091787439613,2021-08-19T11:00:00
FI,Pihtipudas,10,3936,254.065040650407,2021-08-19T11:00:00
FI,Kaavi,11,2810,391.459074733096,2021-08-19T11:00:00
FI,Padasjoki,11,2858,384.884534639608,2021-08-19T11:00:00
FI,Pyhäjärvi,11,5038,218.340611353712,2021-08-19T11:00:00
FI,Kyyjärvi,11,1293,850.734725444702,2021-08-19T11:00:00
FI,Utsjoki,11,1223,899.427636958299,2021-08-19T11:00:00
FI,Puumala,12,2131,563.115908024402,2021-08-19T11:00:00
FI,Utajärvi,12,2624,457.317073170732,2021-08-19T11:00:00
FI,Jämijärvi,12,1708,702.576112412178,2021-08-19T11:00:00
FI,Humppila,13,2177,597.152044097382,2021-08-19T11:00:00
FI,Polvijärvi,14,4205,332.936979785969,2021-08-19T11:00:00
FI,Keitele,14,2158,648.748841519926,2021-08-19T11:00:00
FI,Sysmä,14,3623,386.42009384488,2021-08-19T11:00:00
FI,Lumijoki,14,2036,687.62278978389,2021-08-19T11:00:00
FI,Kuortane,14,3537,395.815662991236,2021-08-19T11:00:00
FI,Reisjärvi,15,2707,554.11895086812,2021-08-19T11:00:00
FI,Tohmajärvi,15,4320,347.222222222222,2021-08-19T11:00:00
FI,Kustavi,15,957,1567.39811912226,2021-08-19T11:00:00
FI,Lappajärvi,16,2927,546.634779637854,2021-08-19T11:00:00
FI,Isokyrö,16,4470,357.941834451902,2021-08-19T11:00:00
FI,Finström,16,2604,614.439324116743,2021-08-19T11:00:00
FI,Paltamo,16,3239,493.979623340537,2021-08-19T11:00:00
FI,Hyrynsalmi,16,2200,727.272727272727,2021-08-19T11:00:00
FI,Alavieska,16,2518,635.424940428912,2021-08-19T11:00:00
FI,Parikkala,17,4655,365.198711063373,2021-08-19T11:00:00
FI,Brändö,17,449,3786.19153674833,2021-08-19T11:00:00
FI,Luumäki,18,4546,395.952485701716,2021-08-19T11:00:00
FI,Ristijärvi,18,1238,1453.95799676898,2021-08-19T11:00:00
FI,Pelkosenniemi,18,931,1933.40494092374,2021-08-19T11:00:00
FI,Savitaipale,18,3331,540.37826478535,2021-08-19T11:00:00
FI,Ruovesi,18,4219,426.641384214269,2021-08-19T11:00:00
FI,Viitasaari,18,6104,294.888597640891,2021-08-19T11:00:00
FI,Hirvensalmi,18,2150,837.209302325581,2021-08-19T11:00:00
FI,Sulkava,18,2483,724.929520741039,2021-08-19T11:00:00
FI,Joutsa,19,4303,441.552405298629,2021-08-19T11:00:00
FI,Veteli,19,3069,619.094167481264,2021-08-19T11:00:00
FI,Harjavalta,19,6876,276.323443862711,2021-08-19T11:00:00
FI,Pyhäntä,19,1594,1191.96988707654,2021-08-19T11:00:00
FI,Juuka,20,4532,441.306266548985,2021-08-19T11:00:00
FI,Haapajärvi,20,6906,289.603243556328,2021-08-19T11:00:00
FI,Vimpeli,21,2787,753.498385360603,2021-08-19T11:00:00
FI,Evijärvi,21,2410,871.369294605809,2021-08-19T11:00:00
FI,Rantasalmi,21,3365,624.07132243685,2021-08-19T11:00:00
FI,Ypäjä,21,2324,903.614457831325,2021-08-19T11:00:00
FI,Inari,22,6861,320.652966039936,2021-08-19T11:00:00
FI,Lemi,22,2968,741.239892183288,2021-08-19T11:00:00
FI,Urjala,22,4653,472.813238770686,2021-08-19T11:00:00
FI,Punkalaidun,23,2788,824.964131994261,2021-08-19T11:00:00
FI,Outokumpu,23,6565,350.34272658035,2021-08-19T11:00:00
FI,Myrskylä,23,1869,1230.60460139112,2021-08-19T11:00:00
FI,Marttila,24,2000,1200.0,2021-08-19T11:00:00
FI,Lapinlahti,24,9355,256.547300908605,2021-08-19T11:00:00
FI,Vieremä,24,3521,681.624538483385,2021-08-19T11:00:00
FI,Soini,24,2003,1198.20269595607,2021-08-19T11:00:00
FI,Honkajoki (ennen liitosta),25,1598,1564.45556946183,2021-08-19T11:00:00
FI,Siikalatva,25,5206,480.215136381099,2021-08-19T11:00:00
FI,Nakkila,25,5254,475.827940616673,2021-08-19T11:00:00
FI,Taivassalo,26,1656,1570.04830917874,2021-08-19T11:00:00
FI,Pudasjärvi,28,7789,359.481319809988,2021-08-19T11:00:00
FI,Suomussalmi,28,7602,368.324125230203,2021-08-19T11:00:00
FI,Sievi,29,4835,599.793174767322,2021-08-19T11:00:00
FI,Keuruu,29,9500,305.263157894737,2021-08-19T11:00:00
FI,Ruokolahti,29,4934,587.758411025537,2021-08-19T11:00:00
FI,Joroinen,29,4691,618.205073545086,2021-08-19T11:00:00
FI,Nurmes,30,9507,315.556958030925,2021-08-19T11:00:00
FI,Koski Tl,30,2293,1308.32969908417,2021-08-19T11:00:00
FI,Lemland,30,2112,1420.45454545455,2021-08-19T11:00:00
FI,Vesilahti,30,4364,687.442713107241,2021-08-19T11:00:00
FI,Kaustinen,30,4234,708.549834671705,2021-08-19T11:00:00
FI,Tervola,30,2925,1025.64102564103,2021-08-19T11:00:00
FI,Pello,31,3310,936.555891238671,2021-08-19T11:00:00
FI,Liperi,32,11996,266.755585195065,2021-08-19T11:00:00
FI,Pyhäranta,32,1990,1608.04020100503,2021-08-19T11:00:00
FI,Oulainen,33,7149,461.603021401595,2021-08-19T11:00:00
FI,Ilomantsi,33,4751,694.590612502631,2021-08-19T11:00:00
FI,Oripää,33,1331,2479.33884297521,2021-08-19T11:00:00
FI,Hammarland,33,1599,2063.78986866792,2021-08-19T11:00:00
FI,Leppävirta,34,9396,361.856108982546,2021-08-19T11:00:00
FI,Suonenjoki,34,6941,489.842962109206,2021-08-19T11:00:00
FI,Mäntyharju,34,5685,598.06508355321,2021-08-19T11:00:00
FI,Virolahti,34,3108,1093.95109395109,2021-08-19T11:00:00
FI,Pyhäjoki,34,3055,1112.92962356792,2021-08-19T11:00:00
FI,Haapavesi,35,6677,524.187509360491,2021-08-19T11:00:00
FI,Pielavesi,35,4326,809.061488673139,2021-08-19T11:00:00
FI,Kärkölä,36,4333,830.833141010847,2021-08-19T11:00:00
FI,Ikaalinen,36,6866,524.322749781532,2021-08-19T11:00:00
FI,Kangasniemi,36,5317,677.073537709235,2021-08-19T11:00:00
FI,Vehmaa,37,2290,1615.72052401747,2021-08-19T11:00:00
FI,Saarijärvi,38,9220,412.147505422994,2021-08-19T11:00:00
FI,Iitti,39,6623,588.857013438019,2021-08-19T11:00:00
FI,Korsnäs,39,2068,1885.88007736944,2021-08-19T11:00:00
FI,Siikajoki,41,5038,813.815005954744,2021-08-19T11:00:00
FI,Hankasalmi,41,4779,857.920066959615,2021-08-19T11:00:00
FI,Kristiinankaupunki,41,6408,639.825218476904,2021-08-19T11:00:00
FI,Keminmaa,42,7994,525.394045534151,2021-08-19T11:00:00
FI,Ulvila,42,12738,329.722091380122,2021-08-19T11:00:00
FI,Jokioinen,42,5059,830.203597548923,2021-08-19T11:00:00
FI,Lapinjärvi,45,2625,1714.28571428571,2021-08-19T11:00:00
FI,Juva,45,5932,758.597437626433,2021-08-19T11:00:00
FI,Petäjävesi,46,3770,1220.15915119363,2021-08-19T11:00:00
FI,Tyrnävä,46,6607,696.231269865294,2021-08-19T11:00:00
FI,Muhos,47,8911,527.437997980025,2021-08-19T11:00:00
FI,Nousiainen,47,4697,1000.63870555674,2021-08-19T11:00:00
FI,Luoto,48,5536,867.052023121387,2021-08-19T11:00:00
FI,Kruunupyy,49,6420,763.239875389408,2021-08-19T11:00:00
FI,Uurainen,49,3644,1344.67618002195,2021-08-19T11:00:00
FI,Sauvo,50,2946,1697.21656483367,2021-08-19T11:00:00
FI,Nivala,51,10507,485.390691919673,2021-08-19T11:00:00
FI,Pyhtää,53,5142,1030.72734344613,2021-08-19T11:00:00
FI,Virrat,53,6521,812.758779328324,2021-08-19T11:00:00
FI,Kokemäki,53,7019,755.093318136487,2021-08-19T11:00:00
FI,Kiuruvesi,55,7859,699.834584552742,2021-08-19T11:00:00
FI,Tammela,56,6030,928.689883913764,2021-08-19T11:00:00
FI,Säkylä,56,6652,841.852074564041,2021-08-19T11:00:00
FI,Lapua,56,14235,393.396557780119,2021-08-19T11:00:00
FI,Laihia,58,8002,724.818795301175,2021-08-19T11:00:00
FI,Orivesi,58,9035,641.947980077476,2021-08-19T11:00:00
FI,Pälkäne,58,6409,904.977375565611,2021-08-19T11:00:00
FI,Kuhmo,60,8051,745.24903738666,2021-08-19T11:00:00
FI,Pukkila,61,1827,3338.80678708265,2021-08-19T11:00:00
FI,Maalahti,62,5458,1135.94723341883,2021-08-19T11:00:00
FI,Jomala,62,5390,1150.27829313544,2021-08-19T11:00:00
FI,Mänttä-Vilppula,63,9704,649.21681780709,2021-08-19T11:00:00
FI,Huittinen,64,9939,643.927960559412,2021-08-19T11:00:00
FI,Hanko,64,8058,794.241747331844,2021-08-19T11:00:00
FI,Inkoo,66,5339,1236.18655178872,2021-08-19T11:00:00
FI,Somero,68,8647,786.399907482364,2021-08-19T11:00:00
FI,Alavus,68,11350,599.118942731278,2021-08-19T11:00:00
FI,Kontiolahti,68,14873,457.204329993949,2021-08-19T11:00:00
FI,Aura,70,3964,1765.89303733602,2021-08-19T11:00:00
FI,Ii,71,9860,720.081135902637,2021-08-19T11:00:00
FI,Kauhajoki,71,13015,545.524394928928,2021-08-19T11:00:00
FI,Pedersören kunta,71,11177,635.23306790731,2021-08-19T11:00:00
FI,Parkano,72,6361,1131.89750039302,2021-08-19T11:00:00
FI,Hämeenkyrö,75,10352,724.497681607419,2021-08-19T11:00:00
FI,Liminka,76,10247,741.680491851274,2021-08-19T11:00:00
FI,Ylitornio,76,3889,1954.22987914631,2021-08-19T11:00:00
FI,Sodankylä,77,8271,930.963607786241,2021-08-19T11:00:00
FI,Asikkala,77,8067,954.506012148258,2021-08-19T11:00:00
FI,Kalajoki,77,12428,619.568715803025,2021-08-19T11:00:00
FI,Rautalampi,78,3056,2552.35602094241,2021-08-19T11:00:00
FI,Kauhava,78,15526,502.383099317274,2021-08-19T11:00:00
FI,Kankaanpää,79,11172,707.124955245256,2021-08-19T11:00:00
FI,Kannus,81,5428,1492.26234340457,2021-08-19T11:00:00
FI,Uusikaarlepyy,82,7486,1095.37803900614,2021-08-19T11:00:00
FI,Loppi,83,7865,1055.3083280356,2021-08-19T11:00:00
FI,Kolari,85,3920,2168.36734693878,2021-08-19T11:00:00
FI,Taivalkoski,85,3914,2171.69136433316,2021-08-19T11:00:00
FI,Karvia,85,2320,3663.79310344828,2021-08-19T11:00:00
FI,Lieksa,86,10719,802.313648661256,2021-08-19T11:00:00
FI,Taipalsaari,87,4622,1882.30203375162,2021-08-19T11:00:00
FI,Kemijärvi,87,7204,1207.66240977235,2021-08-19T11:00:00
FI,Mynämäki,88,7654,1149.72563365561,2021-08-19T11:00:00
FI,Kitee,89,9944,895.012067578439,2021-08-19T11:00:00
FI,Kemiönsaari,89,6604,1347.66807995154,2021-08-19T11:00:00
FI,Hausjärvi,90,8191,1098.76693932365,2021-08-19T11:00:00
FI,Varkaus,93,20301,458.105512043742,2021-08-19T11:00:00
FI,Askola,95,4887,1943.9328831594,2021-08-19T11:00:00
FI,Kittilä,95,6455,1471.72734314485,2021-08-19T11:00:00
FI,Vöyri,97,6391,1517.75934908465,2021-08-19T11:00:00
FI,Ilmajoki,98,12302,796.618436026662,2021-08-19T11:00:00
FI,Kurikka,98,20476,478.609103340496,2021-08-19T11:00:00
FI,Siuntio,99,6143,1611.59042812958,2021-08-19T11:00:00
FI,Iisalmi,102,21132,482.680295286769,2021-08-19T11:00:00
FI,Muurame,103,10254,1004.48605422274,2021-08-19T11:00:00
FI,Pöytyä,105,8234,1275.2003886325,2021-08-19T11:00:00
FI,Akaa,105,16404,640.087783467447,2021-08-19T11:00:00
FI,Pornainen,106,5075,2088.66995073892,2021-08-19T11:00:00
FI,Rusko,111,6353,1747.20604438848,2021-08-19T11:00:00
FI,Hattula,114,9404,1212.25010633773,2021-08-19T11:00:00
FI,Alajärvi,116,9439,1228.94374404068,2021-08-19T11:00:00
FI,Eurajoki,116,9449,1227.64313683988,2021-08-19T11:00:00
FI,Sotkamo,122,10331,1180.91181879779,2021-08-19T11:00:00
FI,Kuusamo,126,15219,827.912477823773,2021-08-19T11:00:00
FI,Siilinjärvi,127,21268,597.141245063006,2021-08-19T11:00:00
FI,Sastamala,127,24059,527.868988736024,2021-08-19T11:00:00
FI,Raahe,146,24377,598.925216392501,2021-08-19T11:00:00
FI,Kemi,148,20458,723.433375696549,2021-08-19T11:00:00
FI,Kempele,150,18802,797.787469418147,2021-08-19T11:00:00
FI,Jämsä,152,19904,763.665594855305,2021-08-19T11:00:00
FI,Ylivieska,155,15315,1012.0796604636,2021-08-19T11:00:00
FI,Parainen,155,15107,1026.01443039651,2021-08-19T11:00:00
FI,Loimaa,156,15782,988.467874794069,2021-08-19T11:00:00
FI,Eura,160,11499,1391.42534133403,2021-08-19T11:00:00
FI,Masku,162,9546,1697.04588309239,2021-08-19T11:00:00
FI,Forssa,169,16818,1004.87572838625,2021-08-19T11:00:00
FI,Heinola,177,18526,955.414012738853,2021-08-19T11:00:00
