country,lau,cases,population,cases/100k pop.,datetime
FI,Kökar,9,225,4000.0,2022-02-12T12:00:00
FI,Luhanka,12,691,1736.61360347323,2022-02-12T12:00:00
FI,Tervo,18,1508,1193.63395225464,2022-02-12T12:00:00
FI,Vårdö,21,454,4625.55066079295,2022-02-12T12:00:00
FI,Halsua,23,1102,2087.11433756806,2022-02-12T12:00:00
FI,Lumparland,24,370,6486.48648648649,2022-02-12T12:00:00
FI,Vesanto,25,1976,1265.18218623482,2022-02-12T12:00:00
FI,Honkajoki (ennen liitosta),25,1598,1564.45556946183,2022-02-12T12:00:00
FI,Lestijärvi,25,722,3462.60387811634,2022-02-12T12:00:00
FI,Rautavaara,25,1561,1601.53747597694,2022-02-12T12:00:00
FI,Kumlinge,28,308,9090.90909090909,2022-02-12T12:00:00
FI,Kustavi,33,957,3448.27586206897,2022-02-12T12:00:00
FI,Enonkoski,34,1374,2474.5269286754,2022-02-12T12:00:00
FI,Kyyjärvi,34,1293,2629.54369682908,2022-02-12T12:00:00
FI,Merijärvi,35,1078,3246.75324675325,2022-02-12T12:00:00
FI,Pertunmaa,35,1653,2117.36237144586,2022-02-12T12:00:00
FI,Savukoski,36,1009,3567.88899900892,2022-02-12T12:00:00
FI,Tuusniemi,37,2434,1520.13147082991,2022-02-12T12:00:00
FI,Isojoki,38,1927,1971.97716658018,2022-02-12T12:00:00
FI,Kivijärvi,38,1104,3442.02898550725,2022-02-12T12:00:00
FI,Hailuoto,38,951,3995.79390115668,2022-02-12T12:00:00
FI,Keitele,42,2158,1946.24652455978,2022-02-12T12:00:00
FI,Posio,44,3118,1411.16100064144,2022-02-12T12:00:00
FI,Brändö,45,449,10022.271714922,2022-02-12T12:00:00
FI,Juupajoki,47,1795,2618.38440111421,2022-02-12T12:00:00
FI,Utsjoki,47,1223,3843.00899427637,2022-02-12T12:00:00
FI,Geta,49,514,9533.07392996109,2022-02-12T12:00:00
FI,Kannonkoski,52,1326,3921.56862745098,2022-02-12T12:00:00
FI,Kärsämäki,52,2544,2044.0251572327,2022-02-12T12:00:00
FI,Multia,53,1566,3384.41890166028,2022-02-12T12:00:00
FI,Siikainen,55,1384,3973.98843930636,2022-02-12T12:00:00
FI,Miehikkälä,55,1879,2927.08887706227,2022-02-12T12:00:00
FI,Kaavi,55,2810,1957.29537366548,2022-02-12T12:00:00
FI,Karijoki,55,1208,4552.98013245033,2022-02-12T12:00:00
FI,Kuhmoinen,57,2169,2627.93914246196,2022-02-12T12:00:00
FI,Rautjärvi,57,3154,1807.22891566265,2022-02-12T12:00:00
FI,Pelkosenniemi,58,931,6229.86036519871,2022-02-12T12:00:00
FI,Rääkkylä,61,2070,2946.85990338164,2022-02-12T12:00:00
FI,Taivassalo,61,1656,3683.57487922705,2022-02-12T12:00:00
FI,Kinnula,62,1601,3872.57963772642,2022-02-12T12:00:00
FI,Puumala,67,2131,3144.06381980291,2022-02-12T12:00:00
FI,Hyrynsalmi,67,2200,3045.45454545455,2022-02-12T12:00:00
FI,Juuka,68,4532,1500.44130626655,2022-02-12T12:00:00
FI,Soini,69,2003,3444.83275087369,2022-02-12T12:00:00
FI,Ristijärvi,70,1238,5654.28109854604,2022-02-12T12:00:00
FI,Heinävesi,71,3196,2221.52690863579,2022-02-12T12:00:00
FI,Simo,75,2948,2544.09769335142,2022-02-12T12:00:00
FI,Konnevesi,75,2593,2892.40262244504,2022-02-12T12:00:00
FI,Kihniö,75,1822,4116.35565312843,2022-02-12T12:00:00
FI,Jämijärvi,82,1708,4800.93676814988,2022-02-12T12:00:00
FI,Hartola,84,2662,3155.52216378663,2022-02-12T12:00:00
FI,Toivakka,84,2401,3498.54227405248,2022-02-12T12:00:00
FI,Evijärvi,84,2410,3485.47717842324,2022-02-12T12:00:00
FI,Eckerö,85,960,8854.16666666667,2022-02-12T12:00:00
FI,Sulkava,86,2483,3463.55215465163,2022-02-12T12:00:00
FI,Hirvensalmi,87,2150,4046.51162790698,2022-02-12T12:00:00
FI,Vimpeli,88,2787,3157.51704341586,2022-02-12T12:00:00
FI,Enontekiö,89,1812,4911.69977924945,2022-02-12T12:00:00
FI,Karstula,89,3863,2303.9088791095,2022-02-12T12:00:00
FI,Rantasalmi,91,3365,2704.30906389302,2022-02-12T12:00:00
FI,Koski Tl,91,2293,3968.60008722198,2022-02-12T12:00:00
FI,Föglö,92,526,17490.4942965779,2022-02-12T12:00:00
FI,Puolanka,92,2494,3688.85324779471,2022-02-12T12:00:00
FI,Vaala,92,2738,3360.11687363039,2022-02-12T12:00:00
