country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1627,676.9,2021-06-20T00:00:00
NO,møre og romsdal,2089,786.7,2021-06-20T00:00:00
NO,troms og finnmark,2219,916.3,2021-06-20T00:00:00
NO,agder,4782,1548.4,2021-06-20T00:00:00
NO,trøndelag,5050,1071.9,2021-06-20T00:00:00
NO,innlandet,5707,1539.9,2021-06-20T00:00:00
NO,rogaland,6912,1432.1,2021-06-20T00:00:00
NO,vestfold og telemark,8529,2021.7,2021-06-20T00:00:00
NO,vestland,9878,1546.3,2021-06-20T00:00:00
NO,oslo,36701,5265.5,2021-06-20T00:00:00
NO,viken,43076,3439.5,2021-06-20T00:00:00
