country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,972,402.9,2021-02-07T00:00:00
NO,troms og finnmark,1216,499.8,2021-02-07T00:00:00
NO,møre og romsdal,1233,464.9,2021-02-07T00:00:00
NO,agder,1611,524.4,2021-02-07T00:00:00
NO,vestfold og telemark,3162,753.9,2021-02-07T00:00:00
NO,innlandet,3302,889.1,2021-02-07T00:00:00
NO,rogaland,3451,719.1,2021-02-07T00:00:00
NO,trøndelag,3497,746.1,2021-02-07T00:00:00
NO,vestland,6416,1008,2021-02-07T00:00:00
NO,oslo,17570,2533.5,2021-02-07T00:00:00
NO,viken,20915,1685.1,2021-02-07T00:00:00
