country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1469,611.2,2021-04-23T00:00:00
NO,troms og finnmark,1540,635.9,2021-04-23T00:00:00
NO,møre og romsdal,1672,629.7,2021-04-23T00:00:00
NO,agder,2984,966.2,2021-04-23T00:00:00
NO,trøndelag,3961,840.8,2021-04-23T00:00:00
NO,innlandet,4413,1190.8,2021-04-23T00:00:00
NO,rogaland,5886,1219.5,2021-04-23T00:00:00
NO,vestfold og telemark,5925,1404.4,2021-04-23T00:00:00
NO,vestland,8677,1358.3,2021-04-23T00:00:00
NO,oslo,32479,4659.8,2021-04-23T00:00:00
NO,viken,38628,3084.4,2021-04-23T00:00:00
