country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1665,692.8,2021-06-29T00:00:00
NO,møre og romsdal,2114,796.1,2021-06-29T00:00:00
NO,troms og finnmark,2300,949.8,2021-06-29T00:00:00
NO,agder,5060,1638.4,2021-06-29T00:00:00
NO,trøndelag,5199,1103.5,2021-06-29T00:00:00
NO,innlandet,5783,1560.4,2021-06-29T00:00:00
NO,rogaland,7340,1520.8,2021-06-29T00:00:00
NO,vestfold og telemark,8690,2059.8,2021-06-29T00:00:00
NO,vestland,9938,1555.7,2021-06-29T00:00:00
NO,oslo,37019,5311.1,2021-06-29T00:00:00
NO,viken,43331,3459.9,2021-06-29T00:00:00
