country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39771,16547.5,2022-06-16T00:00:00
NO,troms og finnmark,48244,19921.7,2022-06-16T00:00:00
NO,møre og romsdal,54048,20353.7,2022-06-16T00:00:00
NO,innlandet,79112,21346.8,2022-06-16T00:00:00
NO,agder,79858,25857.2,2022-06-16T00:00:00
NO,trøndelag,100434,21318,2022-06-16T00:00:00
NO,vestfold og telemark,102796,24366.1,2022-06-16T00:00:00
NO,rogaland,122349,25349.7,2022-06-16T00:00:00
NO,vestland,144756,22659.9,2022-06-16T00:00:00
NO,oslo,258627,37105.2,2022-06-16T00:00:00
NO,viken,386452,30857.3,2022-06-16T00:00:00
