country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,5917,2461.9,2021-12-09T00:00:00
NO,møre og romsdal,7093,2671.1,2021-12-09T00:00:00
NO,troms og finnmark,10305,4255.3,2021-12-09T00:00:00
NO,agder,11266,3647.8,2021-12-09T00:00:00
NO,innlandet,11959,3226.9,2021-12-09T00:00:00
NO,rogaland,16861,3493.5,2021-12-09T00:00:00
NO,vestfold og telemark,17213,4080.1,2021-12-09T00:00:00
NO,trøndelag,17872,3793.5,2021-12-09T00:00:00
NO,vestland,24591,3849.4,2021-12-09T00:00:00
NO,oslo,75725,10864.3,2021-12-09T00:00:00
NO,viken,90765,7247.4,2021-12-09T00:00:00
