country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1672,695.7,2021-06-30T00:00:00
NO,møre og romsdal,2121,798.7,2021-06-30T00:00:00
NO,troms og finnmark,2317,956.8,2021-06-30T00:00:00
NO,agder,5063,1639.3,2021-06-30T00:00:00
NO,trøndelag,5231,1110.3,2021-06-30T00:00:00
NO,innlandet,5792,1562.9,2021-06-30T00:00:00
NO,rogaland,7384,1529.9,2021-06-30T00:00:00
NO,vestfold og telemark,8706,2063.6,2021-06-30T00:00:00
NO,vestland,9941,1556.1,2021-06-30T00:00:00
NO,oslo,37050,5315.6,2021-06-30T00:00:00
NO,viken,43381,3463.9,2021-06-30T00:00:00
