country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,153,63.4,2020-08-22T00:00:00
NO,møre og romsdal,172,64.8,2020-08-22T00:00:00
NO,troms og finnmark,318,130.7,2020-08-22T00:00:00
NO,vestfold og telemark,349,83.2,2020-08-22T00:00:00
NO,agder,380,123.7,2020-08-22T00:00:00
NO,rogaland,511,106.5,2020-08-22T00:00:00
NO,innlandet,553,148.9,2020-08-22T00:00:00
NO,trøndelag,614,131,2020-08-22T00:00:00
NO,vestland,976,153.3,2020-08-22T00:00:00
NO,viken,2889,232.8,2020-08-22T00:00:00
NO,oslo,3281,473.1,2020-08-22T00:00:00
