country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,130,53.9,2020-07-14T00:00:00
NO,møre og romsdal,160,60.3,2020-07-14T00:00:00
NO,troms og finnmark,257,105.6,2020-07-14T00:00:00
NO,vestfold og telemark,301,71.8,2020-07-14T00:00:00
NO,agder,349,113.6,2020-07-14T00:00:00
NO,rogaland,449,93.6,2020-07-14T00:00:00
NO,innlandet,508,136.8,2020-07-14T00:00:00
NO,trøndelag,541,115.4,2020-07-14T00:00:00
NO,vestland,895,140.6,2020-07-14T00:00:00
NO,viken,2489,200.5,2020-07-14T00:00:00
NO,oslo,2905,418.9,2020-07-14T00:00:00
