country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,269,111.5,2020-10-28T00:00:00
NO,møre og romsdal,378,142.5,2020-10-28T00:00:00
NO,troms og finnmark,491,201.8,2020-10-28T00:00:00
NO,vestfold og telemark,578,137.8,2020-10-28T00:00:00
NO,agder,615,200.2,2020-10-28T00:00:00
NO,trøndelag,850,181.4,2020-10-28T00:00:00
NO,innlandet,932,251,2020-10-28T00:00:00
NO,rogaland,953,198.6,2020-10-28T00:00:00
NO,vestland,2582,405.6,2020-10-28T00:00:00
NO,viken,4998,402.7,2020-10-28T00:00:00
NO,oslo,5938,856.2,2020-10-28T00:00:00
