country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40257,16749.7,2022-07-12T00:00:00
NO,troms og finnmark,48860,20176.1,2022-07-12T00:00:00
NO,møre og romsdal,54793,20634.2,2022-07-12T00:00:00
NO,innlandet,79791,21530,2022-07-12T00:00:00
NO,agder,80380,26026.2,2022-07-12T00:00:00
NO,trøndelag,101461,21535.9,2022-07-12T00:00:00
NO,vestfold og telemark,103859,24618,2022-07-12T00:00:00
NO,rogaland,123386,25564.5,2022-07-12T00:00:00
NO,vestland,146400,22917.2,2022-07-12T00:00:00
NO,oslo,260172,37326.9,2022-07-12T00:00:00
NO,viken,389741,31119.9,2022-07-12T00:00:00
