country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40549,16871.2,2022-08-09T00:00:00
NO,troms og finnmark,49117,20282.2,2022-08-09T00:00:00
NO,møre og romsdal,55207,20790.2,2022-08-09T00:00:00
NO,innlandet,80240,21651.2,2022-08-09T00:00:00
NO,agder,80775,26154.1,2022-08-09T00:00:00
NO,trøndelag,101996,21649.5,2022-08-09T00:00:00
NO,vestfold og telemark,104276,24716.9,2022-08-09T00:00:00
NO,rogaland,123802,25650.7,2022-08-09T00:00:00
NO,vestland,147275,23054.2,2022-08-09T00:00:00
NO,oslo,261057,37453.8,2022-08-09T00:00:00
NO,viken,390950,31216.5,2022-08-09T00:00:00
