country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,19159,7971.5,2022-02-07T00:00:00
NO,møre og romsdal,21000,7908.3,2022-02-07T00:00:00
NO,troms og finnmark,24242,10010.4,2022-02-07T00:00:00
NO,innlandet,42862,11565.5,2022-02-07T00:00:00
NO,agder,46359,15010.5,2022-02-07T00:00:00
NO,vestfold og telemark,59559,14117.5,2022-02-07T00:00:00
NO,trøndelag,60804,12906.2,2022-02-07T00:00:00
NO,rogaland,64201,13301.9,2022-02-07T00:00:00
NO,vestland,75969,11892.1,2022-02-07T00:00:00
NO,oslo,193589,27774.2,2022-02-07T00:00:00
NO,viken,270300,21582.8,2022-02-07T00:00:00
