country,nuts_3,cases,cases/100k pop.,datetime
NO,Nordland,115,47.7,2020-05-04T00:00:00
NO,Møre og Romsdal,123,46.4,2020-05-04T00:00:00
NO,Troms og Finnmark,245,100.7,2020-05-04T00:00:00
NO,Vestfold og Telemark,276,65.8,2020-05-04T00:00:00
NO,Agder,330,107.4,2020-05-04T00:00:00
NO,Rogaland,431,89.8,2020-05-04T00:00:00
NO,Innlandet,446,120.1,2020-05-04T00:00:00
NO,Trøndelag,498,106.3,2020-05-04T00:00:00
NO,Vestland,866,136.0,2020-05-04T00:00:00
NO,Viken,2099,169.1,2020-05-04T00:00:00
NO,Oslo,2416,348.4,2020-05-04T00:00:00
