country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39421,16401.8,2022-05-11T00:00:00
NO,troms og finnmark,47860,19763.1,2022-05-11T00:00:00
NO,møre og romsdal,53436,20123.2,2022-05-11T00:00:00
NO,innlandet,78489,21178.7,2022-05-11T00:00:00
NO,agder,79544,25755.5,2022-05-11T00:00:00
NO,trøndelag,99777,21178.5,2022-05-11T00:00:00
NO,vestfold og telemark,102138,24210.1,2022-05-11T00:00:00
NO,rogaland,121524,25178.8,2022-05-11T00:00:00
NO,vestland,143631,22483.8,2022-05-11T00:00:00
NO,oslo,257657,36966,2022-05-11T00:00:00
NO,viken,383915,30654.7,2022-05-11T00:00:00
