country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,4600,1913.9,2021-11-17T00:00:00
NO,møre og romsdal,5469,2059.5,2021-11-17T00:00:00
NO,troms og finnmark,7755,3202.3,2021-11-17T00:00:00
NO,agder,8767,2838.7,2021-11-17T00:00:00
NO,innlandet,9683,2612.8,2021-11-17T00:00:00
NO,rogaland,13030,2699.7,2021-11-17T00:00:00
NO,vestfold og telemark,13056,3094.7,2021-11-17T00:00:00
NO,trøndelag,13782,2925.3,2021-11-17T00:00:00
NO,vestland,18330,2869.3,2021-11-17T00:00:00
NO,oslo,61962,8889.7,2021-11-17T00:00:00
NO,viken,72085,5755.8,2021-11-17T00:00:00
