country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2750,1144.2,2021-09-21T00:00:00
NO,troms og finnmark,3670,1515.5,2021-09-21T00:00:00
NO,møre og romsdal,3974,1496.6,2021-09-21T00:00:00
NO,agder,7429,2405.4,2021-09-21T00:00:00
NO,innlandet,7759,2093.6,2021-09-21T00:00:00
NO,trøndelag,8481,1800.2,2021-09-21T00:00:00
NO,rogaland,10145,2102,2021-09-21T00:00:00
NO,vestfold og telemark,11003,2608.1,2021-09-21T00:00:00
NO,vestland,14810,2318.3,2021-09-21T00:00:00
NO,oslo,50603,7260,2021-09-21T00:00:00
NO,viken,58835,4697.8,2021-09-21T00:00:00
