country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1712,712.3,2021-07-11T00:00:00
NO,møre og romsdal,2137,804.8,2021-07-11T00:00:00
NO,troms og finnmark,2398,990.2,2021-07-11T00:00:00
NO,agder,5234,1694.7,2021-07-11T00:00:00
NO,trøndelag,5425,1151.5,2021-07-11T00:00:00
NO,innlandet,5833,1573.9,2021-07-11T00:00:00
NO,rogaland,7676,1590.4,2021-07-11T00:00:00
NO,vestfold og telemark,8827,2092.3,2021-07-11T00:00:00
NO,vestland,10013,1567.4,2021-07-11T00:00:00
NO,oslo,37285,5349.3,2021-07-11T00:00:00
NO,viken,43834,3500,2021-07-11T00:00:00
