country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1407,585.4,2021-04-11T00:00:00
NO,troms og finnmark,1517,626.4,2021-04-11T00:00:00
NO,møre og romsdal,1567,590.1,2021-04-11T00:00:00
NO,agder,2642,855.5,2021-04-11T00:00:00
NO,trøndelag,3811,808.9,2021-04-11T00:00:00
NO,innlandet,4117,1110.9,2021-04-11T00:00:00
NO,rogaland,5216,1080.7,2021-04-11T00:00:00
NO,vestfold og telemark,5593,1325.7,2021-04-11T00:00:00
NO,vestland,8124,1271.7,2021-04-11T00:00:00
NO,oslo,30313,4349,2021-04-11T00:00:00
NO,viken,35888,2865.6,2021-04-11T00:00:00
