country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3307,1375.9,2021-10-21T00:00:00
NO,møre og romsdal,4439,1671.7,2021-10-21T00:00:00
NO,troms og finnmark,4540,1874.7,2021-10-21T00:00:00
NO,agder,7800,2525.6,2021-10-21T00:00:00
NO,innlandet,8335,2249,2021-10-21T00:00:00
NO,trøndelag,9640,2046.2,2021-10-21T00:00:00
NO,rogaland,10716,2220.3,2021-10-21T00:00:00
NO,vestfold og telemark,11618,2753.9,2021-10-21T00:00:00
NO,vestland,15611,2443.7,2021-10-21T00:00:00
NO,oslo,55045,7897.3,2021-10-21T00:00:00
NO,viken,63364,5059.5,2021-10-21T00:00:00
