country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3125,1300.2,2021-10-12T00:00:00
NO,troms og finnmark,4188,1729.4,2021-10-12T00:00:00
NO,møre og romsdal,4281,1612.2,2021-10-12T00:00:00
NO,agder,7683,2487.7,2021-10-12T00:00:00
NO,innlandet,8223,2218.8,2021-10-12T00:00:00
NO,trøndelag,9268,1967.2,2021-10-12T00:00:00
NO,rogaland,10516,2178.8,2021-10-12T00:00:00
NO,vestfold og telemark,11454,2715,2021-10-12T00:00:00
NO,vestland,15300,2395,2021-10-12T00:00:00
NO,oslo,54112,7763.4,2021-10-12T00:00:00
NO,viken,62217,4967.9,2021-10-12T00:00:00
