country,nuts_3,cases,cases/100k pop.,datetime
NO,møre og romsdal,194,73.1,2020-09-15T00:00:00
NO,nordland,199,82.5,2020-09-15T00:00:00
NO,troms og finnmark,333,136.9,2020-09-15T00:00:00
NO,vestfold og telemark,381,90.8,2020-09-15T00:00:00
NO,agder,426,138.7,2020-09-15T00:00:00
NO,rogaland,588,122.5,2020-09-15T00:00:00
NO,innlandet,606,163.2,2020-09-15T00:00:00
NO,trøndelag,649,138.5,2020-09-15T00:00:00
NO,vestland,1524,239.4,2020-09-15T00:00:00
NO,viken,3544,285.5,2020-09-15T00:00:00
NO,oslo,3832,552.6,2020-09-15T00:00:00
