country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,4439,1859,2021-11-16T00:00:00
NO,møre og romsdal,5343,2042.6,2021-11-16T00:00:00
NO,troms og finnmark,7444,3111.9,2021-11-16T00:00:00
NO,agder,8612,2804.7,2021-11-16T00:00:00
NO,innlandet,9546,2585.5,2021-11-16T00:00:00
NO,rogaland,12815,2673,2021-11-16T00:00:00
NO,vestfold og telemark,12828,3059.6,2021-11-16T00:00:00
NO,trøndelag,13383,2874,2021-11-16T00:00:00
NO,vestland,17877,2832.2,2021-11-16T00:00:00
NO,oslo,61163,8828,2021-11-16T00:00:00
NO,viken,70845,5698.6,2021-11-16T00:00:00
