country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40621,16901.1,2022-08-19T00:00:00
NO,troms og finnmark,49173,20305.3,2022-08-19T00:00:00
NO,møre og romsdal,55316,20831.2,2022-08-19T00:00:00
NO,innlandet,80356,21682.5,2022-08-19T00:00:00
NO,agder,80874,26186.1,2022-08-19T00:00:00
NO,trøndelag,102152,21682.6,2022-08-19T00:00:00
NO,vestfold og telemark,104366,24738.2,2022-08-19T00:00:00
NO,rogaland,123886,25668.1,2022-08-19T00:00:00
NO,vestland,147463,23083.6,2022-08-19T00:00:00
NO,oslo,261319,37491.4,2022-08-19T00:00:00
NO,viken,391230,31238.8,2022-08-19T00:00:00
