country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,37793,15724.5,2022-03-25T00:00:00
NO,troms og finnmark,46513,19206.9,2022-03-25T00:00:00
NO,møre og romsdal,51230,19292.5,2022-03-25T00:00:00
NO,innlandet,76387,20611.5,2022-03-25T00:00:00
NO,agder,77735,25169.7,2022-03-25T00:00:00
NO,trøndelag,98121,20827,2022-03-25T00:00:00
NO,vestfold og telemark,98656,23384.7,2022-03-25T00:00:00
NO,rogaland,118535,24559.5,2022-03-25T00:00:00
NO,vestland,140002,21915.7,2022-03-25T00:00:00
NO,oslo,252009,36155.7,2022-03-25T00:00:00
NO,viken,375673,29996.6,2022-03-25T00:00:00
