country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2115,880,2021-08-21T00:00:00
NO,møre og romsdal,2865,1078.9,2021-08-21T00:00:00
NO,troms og finnmark,2950,1218.2,2021-08-21T00:00:00
NO,agder,5894,1908.4,2021-08-21T00:00:00
NO,trøndelag,6088,1292.2,2021-08-21T00:00:00
NO,innlandet,6434,1736.1,2021-08-21T00:00:00
NO,rogaland,8711,1804.8,2021-08-21T00:00:00
NO,vestfold og telemark,9571,2268.6,2021-08-21T00:00:00
NO,vestland,12670,1983.3,2021-08-21T00:00:00
NO,oslo,39913,5726.3,2021-08-21T00:00:00
NO,viken,47045,3756.4,2021-08-21T00:00:00
