country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1750,728.1,2021-07-22T00:00:00
NO,møre og romsdal,2167,816.1,2021-07-22T00:00:00
NO,troms og finnmark,2515,1038.5,2021-07-22T00:00:00
NO,agder,5356,1734.2,2021-07-22T00:00:00
NO,trøndelag,5539,1175.7,2021-07-22T00:00:00
NO,innlandet,5980,1613.6,2021-07-22T00:00:00
NO,rogaland,7869,1630.4,2021-07-22T00:00:00
NO,vestfold og telemark,8951,2121.7,2021-07-22T00:00:00
NO,vestland,10241,1603.1,2021-07-22T00:00:00
NO,oslo,37667,5404.1,2021-07-22T00:00:00
NO,viken,44414,3546.4,2021-07-22T00:00:00
