country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,12332,5131,2022-01-25T00:00:00
NO,møre og romsdal,13620,5129.1,2022-01-25T00:00:00
NO,troms og finnmark,17590,7263.6,2022-01-25T00:00:00
NO,innlandet,26774,7224.4,2022-01-25T00:00:00
NO,agder,30657,9926.4,2022-01-25T00:00:00
NO,trøndelag,39266,8334.5,2022-01-25T00:00:00
NO,vestfold og telemark,40632,9631.1,2022-01-25T00:00:00
NO,rogaland,42427,8790.5,2022-01-25T00:00:00
NO,vestland,49436,7738.6,2022-01-25T00:00:00
NO,oslo,147996,21233,2022-01-25T00:00:00
NO,viken,190037,15174,2022-01-25T00:00:00
