country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1402,582.9,2021-04-08T00:00:00
NO,troms og finnmark,1517,626.4,2021-04-08T00:00:00
NO,møre og romsdal,1555,577.3,2021-04-08T00:00:00
NO,agder,2623,846.4,2021-04-08T00:00:00
NO,trøndelag,3789,800.2,2021-04-08T00:00:00
NO,innlandet,4092,1096.6,2021-04-08T00:00:00
NO,rogaland,5168,1062.9,2021-04-08T00:00:00
NO,vestfold og telemark,5554,1305.8,2021-04-08T00:00:00
NO,vestland,8060,1252.8,2021-04-08T00:00:00
NO,oslo,30060,4266.1,2021-04-08T00:00:00
NO,viken,35500,2805.4,2021-04-08T00:00:00
