country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1486,615.4,2021-04-28T00:00:00
NO,troms og finnmark,1552,639.6,2021-04-28T00:00:00
NO,møre og romsdal,1755,653.8,2021-04-28T00:00:00
NO,agder,3166,1016.7,2021-04-28T00:00:00
NO,trøndelag,3987,844.4,2021-04-28T00:00:00
NO,innlandet,4541,1214.8,2021-04-28T00:00:00
NO,rogaland,5977,1234.7,2021-04-28T00:00:00
NO,vestfold og telemark,6072,1428.1,2021-04-28T00:00:00
NO,vestland,8848,1379.7,2021-04-28T00:00:00
NO,oslo,33061,4722.6,2021-04-28T00:00:00
NO,viken,39217,3118.7,2021-04-28T00:00:00
