country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,289,119.8,2020-10-31T00:00:00
NO,møre og romsdal,417,157.2,2020-10-31T00:00:00
NO,troms og finnmark,510,209.6,2020-10-31T00:00:00
NO,vestfold og telemark,601,143.3,2020-10-31T00:00:00
NO,agder,623,202.8,2020-10-31T00:00:00
NO,trøndelag,862,183.9,2020-10-31T00:00:00
NO,rogaland,992,206.7,2020-10-31T00:00:00
NO,innlandet,1008,271.4,2020-10-31T00:00:00
NO,vestland,2738,430.1,2020-10-31T00:00:00
NO,viken,5224,420.9,2020-10-31T00:00:00
NO,oslo,6172,890,2020-10-31T00:00:00
