country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,6077,2528.4,2021-12-10T00:00:00
NO,møre og romsdal,7302,2749.8,2021-12-10T00:00:00
NO,troms og finnmark,10633,4390.8,2021-12-10T00:00:00
NO,agder,11774,3812.3,2021-12-10T00:00:00
NO,innlandet,12371,3338.1,2021-12-10T00:00:00
NO,rogaland,17667,3660.5,2021-12-10T00:00:00
NO,vestfold og telemark,18051,4278.7,2021-12-10T00:00:00
NO,trøndelag,18326,3889.8,2021-12-10T00:00:00
NO,vestland,25696,4022.4,2021-12-10T00:00:00
NO,oslo,78076,11201.6,2021-12-10T00:00:00
NO,viken,94015,7506.9,2021-12-10T00:00:00
