country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,5794,2410.7,2021-12-07T00:00:00
NO,møre og romsdal,6870,2587.1,2021-12-07T00:00:00
NO,troms og finnmark,9988,4124.4,2021-12-07T00:00:00
NO,agder,10723,3472,2021-12-07T00:00:00
NO,innlandet,11581,3124.9,2021-12-07T00:00:00
NO,rogaland,16266,3370.2,2021-12-07T00:00:00
NO,vestfold og telemark,16563,3926,2021-12-07T00:00:00
NO,trøndelag,17371,3687.1,2021-12-07T00:00:00
NO,vestland,23608,3695.6,2021-12-07T00:00:00
NO,oslo,73784,10585.8,2021-12-07T00:00:00
NO,viken,87928,7020.8,2021-12-07T00:00:00
