country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40863,17001.8,2022-10-29T00:00:00
NO,troms og finnmark,49404,20400.7,2022-10-29T00:00:00
NO,møre og romsdal,55695,20973.9,2022-10-29T00:00:00
NO,innlandet,80856,21817.4,2022-10-29T00:00:00
NO,agder,81104,26260.6,2022-10-29T00:00:00
NO,trøndelag,102610,21779.8,2022-10-29T00:00:00
NO,vestfold og telemark,104739,24826.6,2022-10-29T00:00:00
NO,rogaland,124231,25739.6,2022-10-29T00:00:00
NO,vestland,148230,23203.7,2022-10-29T00:00:00
NO,oslo,262250,37625,2022-10-29T00:00:00
NO,viken,392359,31329,2022-10-29T00:00:00
