country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,36829,15323.4,2022-03-18T00:00:00
NO,troms og finnmark,45485,18782.4,2022-03-18T00:00:00
NO,møre og romsdal,49627,18688.8,2022-03-18T00:00:00
NO,innlandet,75027,20244.6,2022-03-18T00:00:00
NO,agder,76075,24632.3,2022-03-18T00:00:00
NO,vestfold og telemark,96363,22841.2,2022-03-18T00:00:00
NO,trøndelag,96981,20585,2022-03-18T00:00:00
NO,rogaland,116327,24102,2022-03-18T00:00:00
NO,vestland,137440,21514.6,2022-03-18T00:00:00
NO,oslo,248447,35644.7,2022-03-18T00:00:00
NO,viken,369537,29506.7,2022-03-18T00:00:00
