country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,121,50.2,2020-06-07T00:00:00
NO,møre og romsdal,145,54.7,2020-06-07T00:00:00
NO,troms og finnmark,252,103.6,2020-06-07T00:00:00
NO,vestfold og telemark,288,68.7,2020-06-07T00:00:00
NO,agder,341,111,2020-06-07T00:00:00
NO,rogaland,439,91.5,2020-06-07T00:00:00
NO,innlandet,510,137.3,2020-06-07T00:00:00
NO,trøndelag,537,114.6,2020-06-07T00:00:00
NO,vestland,881,138.4,2020-06-07T00:00:00
NO,viken,2313,186.4,2020-06-07T00:00:00
NO,oslo,2676,385.9,2020-06-07T00:00:00
