country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3263,1357.6,2021-10-19T00:00:00
NO,møre og romsdal,4361,1642.3,2021-10-19T00:00:00
NO,troms og finnmark,4458,1840.9,2021-10-19T00:00:00
NO,agder,7751,2509.7,2021-10-19T00:00:00
NO,innlandet,8289,2236.6,2021-10-19T00:00:00
NO,trøndelag,9516,2019.9,2021-10-19T00:00:00
NO,rogaland,10643,2205.1,2021-10-19T00:00:00
NO,vestfold og telemark,11556,2739.2,2021-10-19T00:00:00
NO,vestland,15513,2428.4,2021-10-19T00:00:00
NO,oslo,54768,7857.6,2021-10-19T00:00:00
NO,viken,63027,5032.6,2021-10-19T00:00:00
