country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39377,16383.5,2022-05-04T00:00:00
NO,troms og finnmark,47807,19741.3,2022-05-04T00:00:00
NO,møre og romsdal,53343,20088.2,2022-05-04T00:00:00
NO,innlandet,78397,21153.9,2022-05-04T00:00:00
NO,agder,79491,25738.3,2022-05-04T00:00:00
NO,trøndelag,99702,21162.6,2022-05-04T00:00:00
NO,vestfold og telemark,102029,24184.3,2022-05-04T00:00:00
NO,rogaland,121450,25163.4,2022-05-04T00:00:00
NO,vestland,143454,22456.1,2022-05-04T00:00:00
NO,oslo,257336,36920,2022-05-04T00:00:00
NO,viken,383496,30621.3,2022-05-04T00:00:00
