country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,439,182,2020-11-12T00:00:00
NO,møre og romsdal,525,197.9,2020-11-12T00:00:00
NO,troms og finnmark,724,297.6,2020-11-12T00:00:00
NO,agder,798,259.7,2020-11-12T00:00:00
NO,vestfold og telemark,857,204.3,2020-11-12T00:00:00
NO,trøndelag,1074,229.1,2020-11-12T00:00:00
NO,rogaland,1280,266.7,2020-11-12T00:00:00
NO,innlandet,1391,374.5,2020-11-12T00:00:00
NO,vestland,3946,619.9,2020-11-12T00:00:00
NO,viken,7315,589.4,2020-11-12T00:00:00
NO,oslo,7873,1135.3,2020-11-12T00:00:00
