country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1357,564.6,2021-03-26T00:00:00
NO,møre og romsdal,1383,520.8,2021-03-26T00:00:00
NO,troms og finnmark,1468,606.2,2021-03-26T00:00:00
NO,agder,2541,822.7,2021-03-26T00:00:00
NO,trøndelag,3687,782.6,2021-03-26T00:00:00
NO,innlandet,3831,1033.7,2021-03-26T00:00:00
NO,rogaland,4583,949.6,2021-03-26T00:00:00
NO,vestfold og telemark,5059,1199.2,2021-03-26T00:00:00
NO,vestland,7490,1172.5,2021-03-26T00:00:00
NO,oslo,26440,3793.3,2021-03-26T00:00:00
NO,viken,30765,2456.5,2021-03-26T00:00:00
